,Tag,Image Name
2736,"['dalmatian', 'dark']",2679770.jpeg
2737,"['pinstripe', 'lavender']",2538039.jpeg
2738,['extreme harlequin'],2241652.jpeg
2739,"['black', 'dark']",2679745.jpeg
2740,"['harlequin', 'red', 'orange']",2241641.jpeg
2741,['quad-stripe'],2563932.jpeg
2742,"['harlequin', 'pinstripe', 'cream']",2563933.jpeg
2743,"['pinstripe', 'pos red', 'tri-color']",2241633.jpeg
2744,"['pinstripe', 'pos red', 'tri-color']",2241617.jpeg
2745,"['dalmatian', 'super dalmatian', 'red base']",2523040.jpeg
2746,"['dark', 'phantom']",2679683.jpeg
2747,"['extreme harlequin', 'tri-color', 'drippy']",2279886.jpeg
2748,"['dark', 'tri-color']",2663302.jpeg
2749,"['pinstripe', 'quad-stripe', 'dark', 'drippy']",2532626.jpeg
2750,"['dalmatian', 'harlequin', 'portholes', 'red base']",2679584.jpeg
2751,['harlequin'],2679581.jpeg
2752,"['extreme harlequin', 'harlequin', 'dark']",2668697.jpeg
2753,"['harlequin', 'pin-dashed', 'dark', 'white tip']",2679576.jpeg
2754,['dark'],2668673.jpeg
2755,['dark'],2668679.jpeg
2756,"['extreme harlequin', 'harlequin', 'dark']",2668707.jpeg
2757,"['dalmatian', 'partial pinstripe']",2679565.jpeg
2758,"['extreme harlequin', 'harlequin', 'dark']",2668733.jpeg
2759,"['partial pinstripe', 'pinstripe', 'white tip']",2679554.jpeg
2760,"['dalmatian', 'dark']",2679551.jpeg
2761,"['dalmatian', 'partial pinstripe', 'yellow', 'phantom']",2679541.jpeg
2762,"['dalmatian', 'super dalmatian']",2679530.jpeg
2763,"['pinstripe', 'quad-stripe', 'dark']",2563594.jpeg
2764,"['pinstripe', 'orange', 'white wall', 'lilly white', 'empty back', 'pos het super stripe', 'super stripe']",2679470.jpeg
2765,"['chevron', 'harlequin', 'cream', 'dark', 'drippy']",2679426.jpeg
2766,"['dark', 'soft scale', 'red base']",2578063.jpeg
2767,"['pinstripe', 'white out', 'crowned', 'lavender']",2578059.jpeg
2768,"['pinstripe', 'tangerine', 'dark']",2578053.jpeg
2769,"['dalmatian', 'harlequin', 'tri-color']",2623398.jpeg
2770,"['harlequin', 'tri-color']",2623388.jpeg
2771,['harlequin'],2623373.jpeg
2772,"['harlequin', 'orange']",2623352.jpeg
2773,"['snowflake', 'yellow']",2623326.jpeg
2774,['super dalmatian'],2679271.jpeg
2775,"['harlequin', 'partial pinstripe', 'dark']",2501411.jpeg
2776,"['brindle', 'tiger', 'lilly white', 'phantom']",2679259.jpeg
2777,"['cream', 'dark']",2241141.jpeg
2778,"['super dalmatian', 'tiger', 'yellow']",2330065.jpeg
2779,['orange'],2563113.jpeg
2780,"['extreme harlequin', 'tri-color']",2429966.jpeg
2781,"['dalmatian', 'super dalmatian']",2522331.jpeg
2782,"['pinstripe', 'cream', 'yellow', 'drippy']",2679117.jpeg
2783,"['pinstripe', 'cream', 'dark', 'drippy']",2679093.jpeg
2784,"['harlequin', 'super dalmatian']",2241034.jpeg
2785,"['lilly white', 'red base']",2303371.jpeg
2786,"['lilly white', 'red base']",2303351.jpeg
2787,"['lilly white', 'red base']",2303337.jpeg
2788,"['harlequin', 'snowflake', 'drippy']",1668994.jpeg
2789,['extreme harlequin'],2215300.jpeg
2790,"['harlequin', 'portholes', 'dark']",1588178.jpeg
2791,"['extreme harlequin', 'lavender', 'drippy']",2215289.jpeg
2792,"['extreme harlequin', 'snowflake', 'fringing', 'kneecaps', 'cream', 'yellow', 'tri-color']",2303266.jpeg
2793,"['extreme harlequin', 'fringing', 'kneecaps', 'yellow', 'tri-color']",2303256.jpeg
2794,"['dalmatian', 'red']",2251137.jpeg
2795,"['extreme harlequin', 'fringing', 'kneecaps', 'cream', 'lavender']",2303188.jpeg
2796,"['harlequin', 'tri-color']",2251102.jpeg
2797,"['harlequin', 'partial pinstripe', 'tri-color']",2251100.jpeg
2798,"['harlequin', 'partial pinstripe', 'tri-color']",2251097.jpeg
2799,"['super dalmatian', 'ink spot', 'red base']",2303160.jpeg
2800,"['super dalmatian', 'ink spot', 'oil spot']",2303121.jpeg
2801,"['super dalmatian', 'ink spot', 'oil spot', 'orange']",2303116.jpeg
2802,"['super dalmatian', 'ink spot']",2303110.jpeg
2803,"['super dalmatian', 'tiger', 'ink spot']",2303057.jpeg
2804,"['super dalmatian', 'ink spot', 'snowflake', 'fringing']",2303042.jpeg
2805,"['dalmatian', 'ink spot', 'fringing']",2303034.jpeg
2806,"['extreme harlequin', 'fringing', 'kneecaps', 'yellow', 'tri-color']",2303025.jpeg
2807,"['extreme harlequin', 'yellow', 'tri-color']",2303015.jpeg
2808,"['harlequin', 'reverse pinstripe', 'halloween']",2614963.jpeg
2809,"['pinstripe', 'cream']",2201988.jpeg
2810,"['partial pinstripe', 'fringing', 'kneecaps', 'cream', 'yellow']",2303000.jpeg
2811,"['extreme harlequin', 'pinstripe', 'fringing', 'kneecaps', 'cream', 'yellow', 'tri-color']",2302996.jpeg
2812,"['extreme harlequin', 'fringing', 'kneecaps', 'cream', 'white wall', 'red base']",2302994.jpeg
2813,"['extreme harlequin', 'fringing', 'kneecaps', 'yellow', 'tri-color']",2302987.jpeg
2814,"['extreme harlequin', 'fringing', 'cream']",2302976.jpeg
2815,['dark'],2429733.jpeg
2816,['harlequin'],2429700.jpeg
2817,['harlequin'],2429698.jpeg
2818,"['harlequin', 'pinstripe', 'fringing', 'dark', 'olive']",2678425.jpeg
2819,"['red', 'lilly white', 'phantom', 'red base']",2678370.jpeg
2820,['extreme harlequin'],2678357.jpeg
2821,['super dalmatian'],2678355.jpeg
2822,"['harlequin', 'orange']",2593765.jpeg
2823,"['flame', 'harlequin', 'pinstripe', 'cream', 'red', 'lavender']",2678289.jpeg
2824,"['quad-stripe', 'tri-color']",1473210.jpeg
2825,"['pinstripe', 'phantom']",2077295.jpeg
2826,"['extreme harlequin', 'harlequin', 'partial pinstripe']",2437449.jpeg
2827,"['dalmatian', 'harlequin']",2546037.jpeg
2828,"['dalmatian', 'cream', 'orange']",2358664.jpeg
2829,"['super dalmatian', 'red']",2593597.jpeg
2830,"['extreme harlequin', 'cream', 'red', 'red base']",2593589.jpeg
2831,['harlequin'],2546013.jpeg
2832,"['lilly white', 'red base']",2312094.jpeg
2833,"['quad-stripe', 'dark', 'tri-color']",2312081.jpeg
2834,"['harlequin', 'pinstripe', 'white out', 'portholes', 'tri-color']",1692660.jpeg
2835,"['harlequin', 'pinstripe', 'white out', 'white wall', 'tri-color']",2019436.jpeg
2836,"['flame', 'pinstripe', 'white out', 'tri-color']",2019435.jpeg
2837,"['dalmatian', 'flame', 'red']",1692665.jpeg
2838,"['dalmatian', 'flame', 'red']",1692663.jpeg
2839,"['harlequin', 'quad-stripe', 'white out', 'tri-color']",2019433.jpeg
2840,"['extreme harlequin', 'pinstripe', 'white out', 'white wall', 'tri-color']",2312087.jpeg
2841,"['harlequin', 'pinstripe', 'white out', 'white wall', 'tri-color']",2312085.jpeg
2842,['flame'],1692666.jpeg
2843,"['harlequin', 'pinstripe', 'white out', 'tri-color']",2019434.jpeg
2844,['harlequin'],2312097.jpeg
2845,"['harlequin', 'partial pinstripe', 'white out', 'white wall', 'tri-color']",2312082.jpeg
2846,"['harlequin', 'partial pinstripe', 'white out', 'white wall', 'tri-color']",2312089.jpeg
2847,"['harlequin', 'pinstripe', 'white out', 'white wall', 'tri-color']",2312088.jpeg
2848,['tri-color'],2312079.jpeg
2849,['tri-color'],2312091.jpeg
2850,['tri-color'],2312096.jpeg
2851,"['harlequin', 'lilly white', 'red base']",2019438.jpeg
2852,"['harlequin', 'partial pinstripe', 'red', 'orange']",2342826.jpeg
2853,"['extreme harlequin', 'dark']",2343693.jpeg
2854,"['dalmatian', 'pinstripe', 'quad-stripe', 'white out', 'crowned', 'tangerine', 'phantom']",2217328.jpeg
2855,"['pinstripe', 'quad-stripe', 'halloween']",2545983.jpeg
2856,"['pinstripe', 'lavender']",2678161.jpeg
2857,"['pinstripe', 'white out', 'lavender']",2678158.jpeg
2858,['harlequin'],2678156.jpeg
2859,"['pinstripe', 'white out', 'lavender']",2678153.jpeg
2860,"['harlequin', 'red']",2678152.jpeg
2861,"['harlequin', 'lavender']",2678151.jpeg
2862,['phantom'],2678147.jpeg
2863,"['dark', 'phantom']",2678144.jpeg
2864,"['harlequin', 'lavender']",2678121.jpeg
2865,['harlequin'],2622327.jpeg
2866,"['red', 'lilly white', 'red base']",2678060.jpeg
2867,['bold stripe tigers'],2353032.jpeg
2868,"['tiger', 'portholes', 'yellow']",2029834.jpeg
2869,['extreme harlequin'],2678030.jpeg
2870,"['harlequin', 'partial pinstripe']",2029810.jpeg
2871,"['dalmatian', 'harlequin']",2678001.jpeg
2872,"['harlequin', 'partial pinstripe', 'pinstripe', 'portholes', 'red']",2029801.jpeg
2873,"['dalmatian', 'patternless']",2029797.jpeg
2874,['harlequin'],2029799.jpeg
2875,"['quad-stripe', 'cream']",2342669.jpeg
2876,"['brindle', 'phantom']",2029777.jpeg
2877,['harlequin'],2029773.jpeg
2878,"['extreme harlequin', 'tangerine', 'tri-color']",2342659.jpeg
2879,"['white out', 'snowflake', 'drippy', 'white tip']",2420598.jpeg
2880,['phantom'],2029759.jpeg
2881,"['extreme harlequin', 'tri-color']",2342648.jpeg
2882,['harlequin'],2029751.jpeg
2883,['harlequin'],2029724.jpeg
2884,"['harlequin', 'tri-color']",2614193.jpeg
2885,"['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'fringing', 'kneecaps', 'lavender', 'tri-color', 'drippy']",2149596.jpeg
2886,"['extreme harlequin', 'lilly white', 'red base']",2677876.jpeg
2887,"['extreme harlequin', 'pinstripe', 'tri-color']",2614127.jpeg
2888,"['harlequin', 'pinstripe', 'cream', 'red', 'yellow', 'lavender', 'dark', 'drippy']",2677848.jpeg
2889,"['extreme harlequin', 'pinstripe', 'tri-color']",2614093.jpeg
2890,"['dalmatian', 'portholes', 'orange', 'phantom']",2677825.jpeg
2891,"['pinstripe', 'tri-color']",2471414.jpeg
2892,['tri-color'],2471397.jpeg
2893,['tri-color'],2471448.jpeg
2894,['tri-color'],2471431.jpeg
2895,"['red', 'phantom']",2536313.jpeg
2896,"['red', 'phantom']",2536301.jpeg
2897,"['dalmatian', 'super dalmatian', 'oil spot', 'yellow']",538861.jpeg
2898,['tri-color'],2471458.jpeg
2899,['tri-color'],2467343.jpeg
2900,['tri-color'],2471384.jpeg
2901,"['cream', 'orange', 'tri-color']",2471477.jpeg
2902,"['extreme harlequin', 'tri-color', 'drippy']",2471402.jpeg
2903,['tri-color'],2471424.jpeg
2904,['tri-color'],2471420.jpeg
2905,['tri-color'],2471490.jpeg
2906,"['tri-color', 'drippy']",2471482.jpeg
2907,['tri-color'],2471393.jpeg
2908,"['dark', 'tri-color']",2471389.jpeg
2909,['harlequin'],2677572.jpeg
2910,['harlequin'],2545098.jpeg
2911,"['harlequin', 'quad-stripe', 'tri-color']",1720701.jpeg
2912,"['pinstripe', 'quad-stripe']",2368575.jpeg
2913,"['harlequin', 'partial pinstripe', 'tri-color']",1720697.jpeg
2914,"['harlequin', 'quad-stripe', 'tri-color']",1720696.jpeg
2915,['extreme harlequin'],2677617.jpeg
2916,['quad-stripe'],2544543.jpeg
2917,['harlequin'],2677601.jpeg
2918,"['dark', 'phantom']",2677583.jpeg
2919,"['quad-stripe', 'orange']",1463502.jpeg
2920,"['solid back', 'tri-color', 'drippy']",1180318.jpeg
2921,"['orange', 'drippy']",2335343.jpeg
2922,['extreme harlequin'],2335470.jpeg
2923,"['dalmatian', 'pinstripe', 'red spot', 'tri-color', 'drippy']",1180339.jpeg
2924,"['tailless', 'portholes', 'cream', 'orange']",2467293.jpeg
2925,['tri-color'],1463498.jpeg
2926,"['cream', 'orange', 'creamsicle']",2331909.jpeg
2927,"['solid back', 'tri-color', 'drippy']",1980905.jpeg
2928,"['harlequin', 'quad-stripe', 'tri-color']",1447801.jpeg
2929,"['pinstripe', 'white wall', 'tri-color', 'white tip']",2677482.jpeg
2930,"['extreme harlequin', 'harlequin', 'pinstripe', 'white out', 'black', 'lavender', 'olive', 'white wall', 'tri-color']",2677474.jpeg
2931,"['quad-stripe', 'lavender', 'drippy']",2677453.jpeg
2932,"['extreme harlequin', 'snowflake', 'fringing', 'kneecaps', 'yellow', 'red base']",1928463.jpeg
2933,"['portholes', 'fringing', 'red base']",2677425.jpeg
2934,['super dalmatian'],1928444.jpeg
2935,"['extreme harlequin', 'super dalmatian']",1928432.jpeg
2936,"['pinstripe', 'fringing', 'kneecaps']",1928415.jpeg
2937,"['dalmatian', 'pinstripe', 'quad-stripe', 'ink spot', 'crowned', 'yellow', 'phantom']",1711807.jpeg
2938,"['pinstripe', 'snowflake', 'yellow']",1928392.jpeg
2939,"['dalmatian', 'partial pinstripe', 'reverse pinstripe', 'ink spot', 'crowned', 'yellow', 'phantom']",1721815.jpeg
2940,"['dark', 'phantom']",2677385.jpeg
2941,"['fringing', 'kneecaps', 'lilly white', 'red base']",1928085.jpeg
2942,"['dalmatian', 'ink spot', 'red base']",1928127.jpeg
2943,"['super dalmatian', 'ink spot', 'oil spot', 'portholes', 'orange']",2677290.jpeg
2944,"['snowflake', 'portholes', 'tri-color', 'cold fusion']",1799005.jpeg
2945,"['harlequin', 'partial pinstripe']",2319977.jpeg
2946,"['extreme harlequin', 'harlequin', 'tri-color']",2233489.jpeg
2947,"['pinstripe', 'quad-stripe']",2301961.jpeg
2948,"['pinstripe', 'lavender']",2301840.jpeg
2949,"['extreme harlequin', 'harlequin', 'tri-color']",2233575.jpeg
2950,"['dalmatian', 'red']",2233476.jpeg
2951,"['pos het phantom', 'pinstripe', 'quad-stripe', 'yellow']",2217708.jpeg
2952,"['dalmatian', 'red']",2251960.jpeg
2953,"['dalmatian', 'super dalmatian', 'red spot', 'red']",2253084.jpeg
2954,"['extreme harlequin', 'halloween']",2253331.jpeg
2955,"['extreme harlequin', 'tri-color']",2301807.jpeg
2956,"['extreme harlequin', 'harlequin', 'tri-color']",1811237.jpeg
2957,"['super dalmatian', 'ink spot', 'red spot', 'red']",2253348.jpeg
2958,"['harlequin', 'red', 'red base']",2372538.jpeg
2959,"['harlequin', 'pin-dashed']",2371877.jpeg
2960,"['extreme harlequin', 'harlequin', 'cream']",1323851.jpeg
2961,"['dalmatian', 'super dalmatian', 'dark']",1324305.jpeg
2962,"['brindle', 'dalmatian']",2121643.jpeg
2963,"['harlequin', 'red']",2368005.jpeg
2964,"['chevron', 'harlequin', 'tri-color']",2369984.jpeg
2965,"['dalmatian', 'dark', 'phantom']",2003419.jpeg
2966,"['dalmatian', 'super dalmatian']",2371639.jpeg
2967,"['red', 'white wall', 'red base']",2376143.jpeg
2968,"['pinstripe', 'quad-stripe', 'yellow']",2121624.jpeg
2969,"['harlequin', 'pinstripe', 'white wall', 'tri-color']",2368683.jpeg
2970,"['flame', 'portholes', 'dark']",1790658.jpeg
2971,"['harlequin', 'red', 'red base']",2376154.jpeg
2972,"['dalmatian', 'super dalmatian', 'yellow']",1487085.jpeg
2973,"['dalmatian', 'super dalmatian', 'ink spot']",2368044.jpeg
2974,"['chevron', 'extreme harlequin', 'harlequin']",2370263.jpeg
2975,"['dalmatian', 'super dalmatian', 'ink spot']",2369800.jpeg
2976,"['chevron', 'harlequin', 'snowflake', 'orange']",2256963.jpeg
2977,"['harlequin', 'cream']",2484566.jpeg
2978,['harlequin'],2108753.jpeg
2979,"['harlequin', 'pin-dashed', 'orange']",2368388.jpeg
2980,"['extreme harlequin', 'portholes', 'white wall', 'red base']",2484450.jpeg
2981,"['dalmatian', 'super dalmatian']",2257055.jpeg
2982,"['extreme harlequin', 'harlequin', 'lavender']",2368728.jpeg
2983,"['harlequin', 'red']",1487255.jpeg
2984,"['chevron', 'harlequin']",2262325.jpeg
2985,"['dalmatian', 'super dalmatian', 'orange']",2484344.jpeg
2986,"['dalmatian', 'super dalmatian']",2030735.jpeg
2987,['extreme harlequin'],2613307.jpeg
2988,"['extreme harlequin', 'dark']",2592127.jpeg
2989,"['dalmatian', 'pos super dalmatian', 'red spot', 'red', 'phantom', 'red base']",2677191.jpeg
2990,['red'],2677166.jpeg
2991,"['extreme harlequin', 'pinstripe', 'snowflake', 'fringing', 'kneecaps', 'yellow']",1928113.jpeg
2992,['extreme harlequin'],2613216.jpeg
2993,"['super dalmatian', 'oil spot', 'furred', 'yellow']",1928110.jpeg
2994,"['dalmatian', 'super dalmatian', 'red spot']",2677126.jpeg
2995,"['dalmatian', 'ink spot', 'oil spot', 'red base']",1928063.jpeg
2996,"['extreme harlequin', 'yellow', 'tri-color']",1928030.jpeg
2997,"['harlequin', 'quad-stripe', 'tri-color']",1447819.jpeg
2998,['creamsicle'],2278091.jpeg
2999,"['harlequin', 'blushing', 'cream']",2104911.jpeg
3000,['harlequin'],2222489.jpeg
3001,"['harlequin', 'lilly white', 'red base']",2080171.jpeg
3002,"['portholes', 'red base']",2676887.jpeg
3003,"['snowflake', 'red base']",2249573.jpeg
3004,"['dalmatian', 'super dalmatian', 'ink spot']",2249529.jpeg
3005,"['extreme harlequin', 'tiger', 'red', 'orange', 'yellow']",2676727.jpeg
3006,"['extreme harlequin', 'harlequin', 'partial pinstripe', 'fringing', 'kneecaps', 'black', 'dark']",2400727.jpeg
3007,"['brindle', 'harlequin', 'partial pinstripe', 'bi-color']",2071610.jpeg
3008,"['brindle', 'blonde']",2072589.jpeg
3009,"['lilly white', 'red base']",2326887.jpeg
3010,"['dalmatian', 'red spot', 'portholes', 'phantom', 'red base']",2676711.jpeg
3011,"['dark', 'buckskin']",2447294.jpeg
3012,"['extreme harlequin', 'tri-color']",1607344.jpeg
3013,"['harlequin', 'dark', 'tri-color']",2676618.jpeg
3014,['tri-color'],2620310.jpeg
3015,['tri-color'],2620287.jpeg
3016,"['extreme harlequin', 'cream', 'yellow', 'tri-color']",1975650.jpeg
3017,"['quad-stripe', 'fringing', 'kneecaps', 'cream', 'lavender']",1975636.jpeg
3018,"['extreme harlequin', 'fringing', 'kneecaps', 'cream', 'red']",1975623.jpeg
3019,"['extreme harlequin', 'yellow', 'tri-color']",1975595.jpeg
3020,['red'],2612643.jpeg
3021,"['pinstripe', 'portholes', 'crowned', 'yellow', 'phantom', 'patternless']",2676281.jpeg
3022,['extreme harlequin'],2542895.jpeg
3023,['harlequin'],2542889.jpeg
3024,"['dalmatian', 'pin-dashed', 'cluster spots']",2612501.jpeg
3025,"['flame', 'partial pinstripe', 'dark']",2612498.jpeg
3026,"['dalmatian', 'red spot', 'red']",2612495.jpeg
3027,"['harlequin', 'cream', 'red', 'drippy']",2612492.jpeg
3028,"['partial pinstripe', 'dark']",2612485.jpeg
3029,"['harlequin', 'cream', 'dark', 'tri-color']",2612479.jpeg
3030,['dalmatian'],2076588.jpeg
3031,"['harlequin', 'pinstripe', 'red']",2076582.jpeg
3032,"['harlequin', 'tri-color']",2076580.jpeg
3033,"['harlequin', 'quad-stripe']",1447835.jpeg
3034,['dalmatian'],1612747.jpeg
3035,"['partial pinstripe', 'red', 'white wall', 'red base']",2612444.jpeg
3036,"['extreme harlequin', 'tri-color']",1821860.jpeg
3037,"['partial pinstripe', 'red', 'white wall', 'red base']",2612439.jpeg
3038,"['partial pinstripe', 'red', 'red base']",2612437.jpeg
3039,"['red', 'patternless']",2612413.jpeg
3040,['yellow'],2612410.jpeg
3041,"['dalmatian', 'pinstripe', 'quad-stripe']",2612406.jpeg
3042,['quad-stripe'],2612370.jpeg
3043,"['super dalmatian', 'red spot', 'olive', 'soft scale', 'phantom']",2612366.jpeg
3044,"['dalmatian', 'red spot', 'olive', 'soft scale', 'phantom']",2612360.jpeg
3045,['flame'],2363198.jpeg
3046,"['lavender', 'red base']",2334190.jpeg
3047,"['red', 'lilly white', 'phantom', 'red base']",2676085.jpeg
3048,['tri-color'],2676084.jpeg
3049,"['red', 'tri-color']",1616463.jpeg
3050,"['dalmatian', 'red', 'bi-color']",2327962.jpeg
3051,"['brindle', 'crowned', 'yellow']",2233000.jpeg
3052,"['brindle', 'harlequin', 'cream', 'red']",2400214.jpeg
3053,"['yellow', 'phantom']",2676025.jpeg
3054,"['extreme harlequin', 'harlequin', 'tri-color']",2521967.jpeg
3055,['harlequin'],2590364.jpeg
3056,"['harlequin', 'pinstripe', 'cream', 'dark']",2492667.jpeg
3057,"['cream', 'pos lavender', 'pos tri-color', 'drippy']",2400116.jpeg
3058,"['extreme harlequin', 'cream', 'drippy']",2327912.jpeg
3059,"['harlequin', 'lavender']",2676016.jpeg
3060,"['extreme harlequin', 'harlequin', 'partial pinstripe', 'pinstripe', 'cream', 'dark']",2521942.jpeg
3061,"['red', 'soft scale', 'phantom']",2675995.jpeg
3062,"['harlequin', 'white out', 'cream', 'red']",2675992.jpeg
3063,"['harlequin', 'orange', 'tri-color']",2675990.jpeg
3064,"['extreme harlequin', 'pin-dashed', 'cream']",2444613.jpeg
3065,"['harlequin', 'white out', 'lavender']",2675986.jpeg
3066,['extreme harlequin'],2444600.jpeg
3067,"['harlequin', 'white out', 'lavender']",2675982.jpeg
3068,"['harlequin', 'lavender']",2675979.jpeg
3069,"['harlequin', 'tiger', 'lavender']",2675977.jpeg
3070,"['dalmatian', 'extreme harlequin', 'cream', 'drippy']",2497829.jpeg
3071,"['extreme harlequin', 'dark', 'tri-color', 'drippy']",2675972.jpeg
3072,"['extreme harlequin', 'lavender', 'tangerine', 'drippy']",2497822.jpeg
3073,['extreme harlequin'],2444575.jpeg
3074,"['dalmatian', 'yellow', 'phantom']",2675965.jpeg
3075,"['extreme harlequin', 'tiger', 'tri-color']",2444572.jpeg
3076,"['brindle', 'pinstripe', 'quad-stripe', 'pos quad-stripe', 'reverse pinstripe', 'yellow', 'phantom']",2239048.jpeg
3077,"['dalmatian', 'yellow', 'phantom']",2675961.jpeg
3078,"['dalmatian', 'red spot', 'portholes', 'phantom', 'red base']",2675956.jpeg
3079,"['harlequin', 'lavender']",2675949.jpeg
3080,"['harlequin', 'cream', 'red', 'pos red', 'pos drippy', 'drippy', 'red base']",2239019.jpeg
3081,"['harlequin', 'partial pinstripe', 'cream', 'red', 'pos red', 'tri-color']",2239010.jpeg
3082,"['extreme harlequin', 'solid back', 'lavender', 'drippy']",2249019.jpeg
3083,"['harlequin', 'cream', 'red', 'pos red', 'pos tri-color', 'drippy']",2238999.jpeg
3084,"['harlequin', 'tiger', 'cream']",2675930.jpeg
3085,"['red', 'pos red', 'drippy']",2238987.jpeg
3086,"['creamsicle', 'lilly white', 'phantom']",1516652.jpeg
3087,"['pinstripe', 'white out', 'tri-color']",2540632.jpeg
3088,['extreme harlequin'],2675887.jpeg
3089,"['extreme harlequin', 'tri-color']",2652881.jpeg
3090,"['extreme harlequin', 'cream', 'drippy']",2665063.jpeg
3091,"['extreme harlequin', 'tri-color']",2665084.jpeg
3092,"['portholes', 'red', 'tri-color']",2669547.jpeg
3093,"['harlequin', 'cream', 'dark', 'drippy']",2238951.jpeg
3094,"['brindle', 'pinstripe', 'quad-stripe', 'reverse pinstripe', 'yellow', 'phantom']",2238920.jpeg
3095,['harlequin'],2477873.jpeg
3096,"['dalmatian', 'tiger', 'phantom', 'patternless']",2105723.jpeg
3097,"['harlequin', 'pinstripe', 'dark']",2308115.jpeg
3098,"['flame', 'harlequin', 'pinstripe', 'tiger', 'dark']",2308234.jpeg
3099,"['dalmatian', 'orange', 'phantom']",2308072.jpeg
3100,"['harlequin', 'crowned', 'dark']",2308088.jpeg
3101,['harlequin'],2308209.jpeg
3102,"['brindle', 'pinstripe', 'quad-stripe', 'reverse pinstripe', 'yellow', 'phantom']",2238888.jpeg
3103,"['harlequin', 'partial pinstripe', 'pinstripe', 'orange', 'dark']",2308193.jpeg
3104,"['harlequin', 'partial pinstripe', 'pinstripe', 'dark']",2308135.jpeg
3105,['tri-color'],2399872.jpeg
3106,"['extreme harlequin', 'lavender']",2238824.jpeg
3107,"['extreme harlequin', 'lavender', 'pos lavender', 'drippy']",2238817.jpeg
3108,"['harlequin', 'dark']",2675774.jpeg
3109,"['harlequin', 'quad-stripe', 'tri-color']",1447826.jpeg
3110,"['dalmatian', 'yellow', 'phantom']",2675754.jpeg
3111,"['harlequin', 'cream', 'dark']",2319052.jpeg
3112,"['pinstripe', 'dark', 'tri-color']",2675744.jpeg
3113,"['portholes', 'patternless']",2274862.jpeg
3114,"['yellow', 'patternless']",2612041.jpeg
3115,"['extreme harlequin', 'dark']",2319048.jpeg
3116,['dalmatian'],2319043.jpeg
3117,"['dalmatian', 'red', 'patternless']",2612019.jpeg
3118,"['dalmatian', 'super dalmatian', 'red spot', 'portholes']",2675709.jpeg
3119,"['harlequin', 'portholes', 'red', 'pos red', 'lavender', 'pos lavender', 'red base']",2238721.jpeg
3120,"['harlequin', 'pinstripe', 'dark']",2675712.jpeg
3121,"['extreme harlequin', 'tri-color']",2469235.jpeg
3122,"['dalmatian', 'harlequin']",2675637.jpeg
3123,"['harlequin', 'lavender']",2675470.jpeg
3124,['red'],2675450.jpeg
3125,['tri-color'],2675441.jpeg
3126,"['dalmatian', 'partial pinstripe', 'dark', 'phantom']",2675414.jpeg
3127,"['dalmatian', 'dark']",2212238.jpeg
3128,"['extreme harlequin', 'white wall', 'drippy']",2468987.jpeg
3129,"['pinstripe', 'yellow']",2675375.jpeg
3130,"['brindle', 'tiger', 'phantom']",2618818.jpeg
3131,"['extreme harlequin', 'harlequin', 'dark', 'tri-color']",2618798.jpeg
3132,"['brindle', 'tiger', 'phantom']",2618793.jpeg
3133,"['extreme harlequin', 'harlequin', 'tri-color', 'drippy']",2611631.jpeg
3134,"['harlequin', 'partial pinstripe']",2611593.jpeg
3135,"['extreme harlequin', 'harlequin', 'lavender']",2618719.jpeg
3136,"['quad-stripe', 'red', 'empty back', 'red base']",2618714.jpeg
3137,"['extreme harlequin', 'cream', 'tri-color']",2611550.jpeg
3138,"['pinstripe', 'quad-stripe']",2618695.jpeg
3139,"['pinstripe', 'quad-stripe', 'dark']",2618686.jpeg
3140,"['extreme harlequin', 'harlequin', 'partial pinstripe', 'snowflake', 'dark']",2618677.jpeg
3141,"['harlequin', 'white wall', 'tri-color']",2468889.jpeg
3142,"['extreme harlequin', 'harlequin', 'cream', 'dark']",2618672.jpeg
3143,['red'],2559275.jpeg
3144,"['extreme harlequin', 'harlequin', 'cream']",2283570.jpeg
3145,"['portholes', 'red', 'phantom']",2618601.jpeg
3146,"['extreme harlequin', 'harlequin', 'snowflake', 'tri-color']",2389324.jpeg
3147,"['extreme harlequin', 'harlequin']",2428567.jpeg
3148,['red'],1973605.jpeg
3149,"['portholes', 'red', 'bi-color', 'phantom']",2103585.jpeg
3150,"['portholes', 'cream', 'pos red', 'pos lavender', 'drippy']",2103572.jpeg
3151,"['extreme harlequin', 'harlequin', 'cream']",2428309.jpeg
3152,"['red', 'lilly white', 'red base']",2611209.jpeg
3153,"['extreme harlequin', 'yellow', 'tri-color']",2611212.jpeg
3154,"['quad-stripe', 'dark']",2500777.jpeg
3155,"['extreme harlequin', 'drippy']",2127308.jpeg
3156,"['extreme harlequin', 'yellow', 'tri-color']",2611165.jpeg
3157,"['cream', 'tri-color']",2611130.jpeg
3158,"['red', 'pos red', 'drippy']",2103507.jpeg
3159,['brindle'],2455590.jpeg
3160,"['extreme harlequin', 'cream', 'drippy']",1446692.jpeg
3161,"['flame', 'yellow']",2455579.jpeg
3162,"['pin-dashed', 'cream', 'orange', 'tri-color']",2618138.jpeg
3163,"['cream', 'orange', 'yellow']",2610985.jpeg
3164,"['extreme harlequin', 'harlequin', 'crowned', 'cream', 'lavender']",2224904.jpeg
3165,['brindle'],2540687.jpeg
