,Color,Traits,Image Name
1629,['red'],[],2559275.jpeg
1630,['cream'],"['extreme harlequin', 'harlequin']",2283570.jpeg
1631,['red'],"['portholes', 'phantom']",2618601.jpeg
1632,['red'],[],1973605.jpeg
1633,['red'],"['portholes', 'bi-color', 'phantom']",2103585.jpeg
1634,['cream'],"['portholes', 'pos red', 'pos lavender', 'drippy']",2103572.jpeg
1635,['cream'],"['extreme harlequin', 'harlequin']",2428309.jpeg
1636,['red'],['lilly white'],2611209.jpeg
1637,['yellow'],"['extreme harlequin', 'tri-color']",2611212.jpeg
1638,['dark'],['quad-stripe'],2500777.jpeg
1639,['yellow'],"['extreme harlequin', 'tri-color']",2611165.jpeg
1640,['cream'],['tri-color'],2611130.jpeg
1641,['red'],"['pos red', 'drippy']",2103507.jpeg
1642,['cream'],"['extreme harlequin', 'drippy']",1446692.jpeg
1643,['yellow'],['flame'],2455579.jpeg
1644,"['cream', 'red']","['pin-dashed', 'tri-color']",2618138.jpeg
1645,"['cream', 'red', 'yellow']",[],2610985.jpeg
1646,"['cream', 'lavender']","['extreme harlequin', 'harlequin', 'crowned']",2224904.jpeg
1647,['red'],"['harlequin', 'pinstripe', 'empty back']",2674465.jpeg
1648,['yellow'],['pinstripe'],2674456.jpeg
1649,['yellow'],"['pinstripe', 'snowflake', 'tri-color']",2048605.jpeg
1650,['yellow'],"['extreme harlequin', 'pinstripe', 'snowflake', 'tri-color']",2048567.jpeg
1651,['yellow'],"['brindle', 'dalmatian', 'ink spot']",1471014.jpeg
1652,['dark'],"['harlequin', 'pinstripe', 'quad-stripe', 'snowflake', 'tri-color']",2573238.jpeg
1653,['red'],"['solid back', 'drippy', 'lilly white']",2631562.jpeg
1654,['yellow'],"['harlequin', 'pinstripe', 'reverse pinstripe', 'kneecaps', 'crowned', 'white tip']",2322733.jpeg
1655,['lavender'],"['dalmatian', 'harlequin']",1557882.jpeg
1656,['red'],"['harlequin', 'white wall']",2617557.jpeg
1657,['dark'],['extreme harlequin'],2573063.jpeg
1658,['red'],"['tri-color', 'drippy']",2398350.jpeg
1659,['cream'],"['extreme harlequin', 'tri-color']",2398335.jpeg
1660,['yellow'],"['dalmatian', 'super dalmatian', 'ink spot', 'red spot']",2673477.jpeg
1661,['lavender'],['extreme harlequin'],1405902.jpeg
1662,['red'],['pinstripe'],2488743.jpeg
1663,"['cream', 'red']",['pinstripe'],2488778.jpeg
1664,"['cream', 'dark']",['pinstripe'],2488746.jpeg
1665,['cream'],['pinstripe'],2488727.jpeg
1666,"['cream', 'red']","['extreme harlequin', 'white wall']",2488748.jpeg
1667,"['cream', 'dark']","['pinstripe', 'reverse pinstripe']",2488764.jpeg
1668,"['cream', 'dark']",['extreme harlequin'],2488768.jpeg
1669,['dark'],"['pinstripe', 'quad-stripe']",2488731.jpeg
1670,['yellow'],"['bold stripe tigers', 'brindle', 'dalmatian', 'pos super dalmatian', 'tiger']",2488758.jpeg
1671,"['cream', 'red']",['pinstripe'],2488785.jpeg
1672,['red'],"['portholes', 'bi-color', 'patternless']",2488741.jpeg
1673,"['cream', 'dark']",['pinstripe'],2488735.jpeg
1674,['dark'],['pinstripe'],2488780.jpeg
1675,"['cream', 'dark']",['pinstripe'],2488771.jpeg
1676,['dark'],[],2610103.jpeg
1677,['red'],['pinstripe'],2631096.jpeg
1678,['red'],['drippy'],2495579.jpeg
1679,['red'],"['dalmatian', 'super dalmatian', 'red spot', 'portholes']",2264443.jpeg
1680,['red'],[],2356522.jpeg
1681,"['red', 'yellow']",['tiger'],2587794.jpeg
1682,['cream'],['extreme harlequin'],2442883.jpeg
1683,['yellow'],['drippy'],2495551.jpeg
1684,['red'],"['dalmatian', 'harlequin', 'pin-dashed', 'red spot', 'portholes']",2572724.jpeg
1685,['red'],"['dalmatian', 'red spot']",2624601.jpeg
1686,['lavender'],['pinstripe'],2624597.jpeg
1687,['lavender'],['harlequin'],2624594.jpeg
1688,['dark'],['tangerine'],2624589.jpeg
1689,['dark'],['tangerine'],2624585.jpeg
1690,['dark'],['harlequin'],2624581.jpeg
1691,"['cream', 'yellow']",['pinstripe'],2624573.jpeg
1692,['red'],['harlequin'],2587669.jpeg
1693,"['cream', 'yellow']",['pinstripe'],2624570.jpeg
1694,['lavender'],['pinstripe'],2624567.jpeg
1695,['red'],['extreme harlequin'],2495427.jpeg
1696,['yellow'],"['pinstripe', 'phantom']",2624541.jpeg
1697,"['cream', 'yellow']","['partial pinstripe', 'pinstripe', 'pos drippy', 'drippy']",2495379.jpeg
1698,"['cream', 'yellow']",['pinstripe'],2624527.jpeg
1699,['yellow'],"['pinstripe', 'phantom']",2624525.jpeg
1700,"['cream', 'red']",['snowflake'],2624522.jpeg
1701,['red'],"['white out', 'phantom']",2624505.jpeg
1702,['yellow'],"['brindle', 'partial pinstripe', 'reverse pinstripe']",2495327.jpeg
1703,['cream'],"['pinstripe', 'white out']",2624483.jpeg
1704,['yellow'],"['pinstripe', 'tiger']",2587582.jpeg
1705,['red'],['phantom'],2624479.jpeg
1706,['red'],['phantom'],2624477.jpeg
1707,['cream'],"['partial pinstripe', 'pinstripe', 'tri-color', 'pos tri-color', 'drippy']",2495300.jpeg
1708,['red'],['pinstripe'],2673131.jpeg
1709,['dark'],"['harlequin', 'tri-color']",1654805.jpeg
1710,['dark'],"['dalmatian', 'harlequin', 'partial pinstripe', 'pinstripe']",1300626.jpeg
1711,['red'],['phantom'],2624386.jpeg
1712,['cream'],['pinstripe'],2624383.jpeg
1713,['cream'],"['pinstripe', 'white out']",2624371.jpeg
1714,['dark'],['harlequin'],2354511.jpeg
1715,['dark'],"['pinstripe', 'white wall', 'tri-color']",2624360.jpeg
1716,['red'],"['pinstripe', 'white out']",2624355.jpeg
1717,['dark'],['dalmatian'],2616754.jpeg
1718,['red'],[],2673020.jpeg
1719,"['cream', 'yellow']",['phantom'],2495104.jpeg
1720,"['lavender', 'red']",['harlequin'],2479809.jpeg
1721,['dark'],['harlequin'],2479787.jpeg
1722,['red'],"['drippy', 'lilly white', 'phantom']",2256198.jpeg
1723,['red'],"['lilly white', 'phantom']",2479814.jpeg
1724,['red'],"['partial pinstripe', 'pinstripe']",2609734.jpeg
1725,['red'],"['partial pinstripe', 'pinstripe']",2609729.jpeg
1726,"['dark', 'red']","['dalmatian', 'flame']",2609713.jpeg
1727,"['dark', 'red', 'yellow']",['dalmatian'],2494968.jpeg
1728,['olive'],['patternless'],2609709.jpeg
1729,"['dark', 'red']",['harlequin'],2494935.jpeg
1730,['yellow'],"['pinstripe', 'white out', 'crowned']",2572274.jpeg
1731,"['cream', 'dark', 'lavender']","['extreme harlequin', 'harlequin', 'kneecaps']",2494905.jpeg
1732,['red'],[],2354076.jpeg
1733,['cream'],"['extreme harlequin', 'snowflake', 'drippy']",2025609.jpeg
1734,['red'],['dalmatian'],2354068.jpeg
1735,['red'],['harlequin'],2672772.jpeg
1736,['dark'],['dalmatian'],2616350.jpeg
1737,['red'],['harlequin'],2672678.jpeg
1738,['dark'],"['extreme harlequin', 'harlequin', 'tiger', 'tri-color']",2672674.jpeg
1739,"['dark', 'red']","['extreme harlequin', 'tiger']",2672614.jpeg
1740,['dark'],['pinstripe'],2539274.jpeg
1741,['dark'],"['soft scale', 'phantom']",2672580.jpeg
1742,"['cream', 'lavender', 'red']","['harlequin', 'portholes']",2672562.jpeg
1743,['red'],"['dalmatian', 'super dalmatian', 'ink spot']",2609377.jpeg
1744,['yellow'],['partial pinstripe'],2672537.jpeg
1745,['dark'],"['harlequin', 'pinstripe', 'drippy']",2672530.jpeg
1746,['red'],"['portholes', 'phantom']",2672492.jpeg
1747,['cream'],"['pinstripe', 'drippy']",2609344.jpeg
1748,['yellow'],"['pinstripe', 'quad-stripe', 'fringing', 'kneecaps', 'drippy', 'lilly white', 'empty back', 'white tip', 'phantom']",2672414.jpeg
1749,['dark'],"['brindle', 'harlequin']",2672403.jpeg
1750,['red'],"['pin-dashed', 'portholes', 'crowned', 'phantom']",2317587.jpeg
1751,"['cream', 'red']","['extreme harlequin', 'harlequin', 'tri-color']",2348479.jpeg
1752,['dark'],"['het phantom', 'drippy', 'lilly white', 'white tip']",2672317.jpeg
1753,['red'],['drippy'],2348466.jpeg
1754,"['cream', 'dark']","['dalmatian', 'harlequin']",2672268.jpeg
1755,['dark'],['solid back'],2348451.jpeg
1756,['lavender'],['pinstripe'],2348437.jpeg
1757,['dark'],"['dalmatian', 'harlequin', 'portholes']",2672244.jpeg
1758,"['cream', 'dark', 'red']","['dalmatian', 'portholes']",2672217.jpeg
1759,"['cream', 'red']","['snowflake', 'fringing', 'kneecaps', 'phantom']",2296771.jpeg
1760,['cream'],"['quad-stripe', 'reverse pinstripe', 'fringing', 'kneecaps']",2296766.jpeg
1761,['dark'],"['extreme harlequin', 'harlequin']",2348405.jpeg
1762,"['cream', 'dark']","['tipped crests', 'lilly white', 'white tip']",2348394.jpeg
1763,['red'],['pinstripe'],2672190.jpeg
1764,['cream'],[],2672186.jpeg
1765,"['dark', 'red']","['extreme harlequin', 'harlequin', 'tiger']",2672175.jpeg
1766,['dark'],"['pinstripe', 'quad-stripe']",2615830.jpeg
1767,['red'],"['extreme harlequin', 'harlequin']",2348361.jpeg
1768,['yellow'],"['white out', 'white tip']",2310610.jpeg
1769,['red'],"['pinstripe', 'lilly white']",2672136.jpeg
1770,['cream'],"['extreme harlequin', 'white wall', 'drippy']",2672134.jpeg
1771,"['cream', 'red']","['flame', 'harlequin']",2672116.jpeg
1772,['dark'],['pinstripe'],2348314.jpeg
1773,['red'],"['dalmatian', 'pinstripe', 'lilly white']",2672111.jpeg
1774,"['dark', 'lavender', 'red']","['pinstripe', 'lilly white']",2672092.jpeg
1775,"['red', 'yellow']","['pinstripe', 'portholes']",2494386.jpeg
1776,['dark'],['harlequin'],2348253.jpeg
1777,['dark'],"['pinstripe', 'quad-stripe', 'drippy']",2672006.jpeg
1778,['yellow'],['dalmatian'],2325605.jpeg
1779,['dark'],"['het phantom', 'fringing', 'kneecaps', 'white wall', 'drippy', 'lilly white', 'white tip']",2629974.jpeg
1780,['yellow'],"['dalmatian', 'flame']",2396963.jpeg
1781,['red'],"['fringing', 'drippy', 'lilly white', 'white tip', 'phantom']",2629945.jpeg
1782,['red'],"['harlequin', 'soft scale']",2396885.jpeg
1783,['lavender'],['extreme harlequin'],2556160.jpeg
1784,"['cream', 'dark']","['pinstripe', 'quad-stripe']",2531828.jpeg
1785,['red'],"['extreme harlequin', 'harlequin']",2400390.jpeg
1786,"['red', 'yellow']",['tri-color'],2400485.jpeg
1787,['dark'],['extreme harlequin'],2570924.jpeg
1788,['cream'],"['harlequin', 'snowflake', 'blushing', 'tri-color']",2441706.jpeg
1789,"['red', 'yellow']","['pinstripe', 'drippy']",2671127.jpeg
1790,"['cream', 'dark', 'red']","['pin-dashed', 'tipped crests', 'tri-color']",2671085.jpeg
1791,"['cream', 'dark']","['extreme harlequin', 'pin-dashed', 'tri-color']",2671068.jpeg
1792,['red'],"['harlequin', 'fringing', 'kneecaps']",2295948.jpeg
1793,"['cream', 'red', 'yellow']","['extreme harlequin', 'het phantom', 'snowflake', 'fringing', 'kneecaps', 'tri-color']",2295932.jpeg
1794,"['cream', 'dark']","['extreme harlequin', 'pin-dashed']",2671008.jpeg
1795,['yellow'],"['extreme harlequin', 'harlequin', 'pinstripe']",2555462.jpeg
1796,['dark'],[],2307022.jpeg
1797,"['cream', 'dark']","['harlequin', 'pinstripe', 'quad-stripe', 'snowflake', 'drippy']",2193971.jpeg
1798,['yellow'],"['dalmatian', 'peppered', 'super dalmatian']",1563081.jpeg
1799,['cream'],"['harlequin', 'pinstripe', 'crowned', 'tri-color']",2493510.jpeg
1800,['dark'],['harlequin'],2353253.jpeg
1801,['red'],"['harlequin', 'partial pinstripe', 'snowflake', 'portholes']",2614697.jpeg
1802,['red'],"['dalmatian', 'pinstripe']",2046503.jpeg
1803,['dark'],['pinstripe'],2046493.jpeg
1804,['red'],"['brindle', 'dalmatian']",2023987.jpeg
1805,['red'],"['dalmatian', 'harlequin']",2353196.jpeg
1806,['yellow'],"['pos brindle', 'pinstripe', 'reverse pinstripe', 'fringing', 'kneecaps']",2353184.jpeg
1807,['lavender'],[],2144486.jpeg
1808,['dark'],['harlequin'],2670664.jpeg
1809,"['cream', 'yellow']",['harlequin'],1996226.jpeg
1810,['dark'],[],2144477.jpeg
1811,"['lavender', 'yellow']",['harlequin'],2670659.jpeg
1812,['lavender'],"['harlequin', 'drippy']",2670653.jpeg
1813,['dark'],['phantom'],2383792.jpeg
1814,"['cream', 'dark']",['extreme harlequin'],2554849.jpeg
1815,['lavender'],['harlequin'],2569863.jpeg
1816,['cream'],['pinstripe'],2569853.jpeg
1817,"['cream', 'yellow']",[],2670500.jpeg
1818,['yellow'],"['dalmatian', 'harlequin', 'reverse pinstripe', 'ink spot']",2440912.jpeg
1819,"['cream', 'red']",['creamsicle'],2670461.jpeg
1820,"['cream', 'lavender']","['extreme harlequin', 'tri-color']",2670439.jpeg
1821,"['cream', 'lavender']",['extreme harlequin'],2670432.jpeg
1822,['dark'],"['dalmatian', 'pos flame']",2347301.jpeg
1823,['dark'],['harlequin'],2670415.jpeg
1824,['dark'],['harlequin'],2670397.jpeg
1825,"['cream', 'dark']","['harlequin', 'white out']",2670321.jpeg
1826,['lavender'],"['extreme harlequin', 'drippy']",2492891.jpeg
1827,['yellow'],"['brindle', 'dalmatian']",2607476.jpeg
1828,['red'],"['harlequin', 'pinstripe', 'portholes', 'tri-color']",2424552.jpeg
1829,['red'],['phantom'],2607469.jpeg
1830,['red'],['phantom'],2607460.jpeg
1831,['red'],['tiger'],2607436.jpeg
1832,['dark'],['crowned'],2273652.jpeg
1833,"['cream', 'yellow']","['tiger', 'phantom']",1670695.jpeg
1834,['red'],"['white wall', 'drippy']",2669934.jpeg
1835,['red'],"['white wall', 'tri-color', 'drippy']",2669905.jpeg
1836,['red'],[],2669854.jpeg
1837,['red'],['extreme harlequin'],2669840.jpeg
1838,['dark'],['harlequin'],2533183.jpeg
1839,['cream'],"['extreme harlequin', 'drippy']",2191058.jpeg
1840,['yellow'],[],2324320.jpeg
1841,['yellow'],"['fringing', 'kneecaps']",2324313.jpeg
1842,"['red', 'yellow']","['extreme harlequin', 'fringing', 'kneecaps']",2324308.jpeg
1843,['yellow'],"['fringing', 'kneecaps']",2324301.jpeg
1844,['lavender'],['harlequin'],2417528.jpeg
1845,"['cream', 'yellow']","['extreme harlequin', 'fringing', 'kneecaps', 'tri-color']",2294591.jpeg
1846,['cream'],"['extreme harlequin', 'fringing', 'kneecaps', 'cold fusion']",2294581.jpeg
1847,['yellow'],"['snowflake', 'tri-color']",2324295.jpeg
1848,['yellow'],"['ink spot', 'fringing']",2324293.jpeg
1849,['yellow'],[],2324287.jpeg
1850,['yellow'],"['fringing', 'kneecaps']",2324280.jpeg
1851,['cream'],"['extreme harlequin', 'fringing', 'kneecaps']",2294526.jpeg
1852,['cream'],"['fringing', 'kneecaps']",2324277.jpeg
1853,['yellow'],[],2324275.jpeg
1854,"['cream', 'lavender']","['harlequin', 'pinstripe', 'solid back', 'fringing', 'kneecaps']",2294509.jpeg
1855,['yellow'],['kneecaps'],2324273.jpeg
1856,['yellow'],[],2324265.jpeg
1857,['cream'],"['extreme harlequin', 'fringing', 'kneecaps']",2294493.jpeg
1858,['cream'],"['extreme harlequin', 'pinstripe', 'snowflake', 'fringing']",2294487.jpeg
1859,['cream'],"['extreme harlequin', 'fringing', 'kneecaps']",2294481.jpeg
1860,['cream'],"['fringing', 'kneecaps']",2324258.jpeg
1861,"['cream', 'yellow']","['extreme harlequin', 'fringing', 'kneecaps']",2294477.jpeg
1862,"['cream', 'yellow']","['extreme harlequin', 'tri-color']",2294470.jpeg
1863,['cream'],"['extreme harlequin', 'pinstripe']",2294437.jpeg
1864,['cream'],['extreme harlequin'],2294423.jpeg
1865,"['cream', 'yellow']","['extreme harlequin', 'fringing']",2294412.jpeg
1866,['yellow'],['extreme harlequin'],2294396.jpeg
1867,['lavender'],['pinstripe'],2436110.jpeg
1868,['dark'],[],2669473.jpeg
1869,"['cream', 'yellow']","['extreme harlequin', 'tri-color']",2294368.jpeg
1870,['red'],"['super dalmatian', 'ink spot', 'oil spot']",2294348.jpeg
1871,['yellow'],[],2294322.jpeg
1872,['yellow'],[],2294308.jpeg
1873,"['red', 'yellow']","['extreme harlequin', 'fringing', 'kneecaps']",2294287.jpeg
1874,['yellow'],['snowflake'],2294266.jpeg
1875,['red'],['extreme harlequin'],2245120.jpeg
1876,['cream'],"['extreme harlequin', 'drippy']",2188661.jpeg
1877,['yellow'],[],2294187.jpeg
1878,['yellow'],[],2294177.jpeg
1879,['red'],"['extreme harlequin', 'solid back']",2294170.jpeg
1880,['yellow'],['tri-color'],2294151.jpeg
1881,['yellow'],"['dalmatian', 'super dalmatian', 'ink spot']",2491938.jpeg
1882,['yellow'],['tri-color'],2294127.jpeg
1883,['cream'],"['extreme harlequin', 'fringing', 'kneecaps']",2294116.jpeg
1884,['red'],"['dalmatian', 'red spot']",762660.jpeg
1885,['cream'],['extreme harlequin'],2669246.jpeg
1886,['yellow'],"['harlequin', 'fringing', 'kneecaps']",2293996.jpeg
1887,['cream'],"['extreme harlequin', 'reverse pinstripe', 'snowflake', 'fringing', 'kneecaps']",2293967.jpeg
1888,['yellow'],"['harlequin', 'fringing', 'kneecaps', 'tri-color']",2293908.jpeg
1889,['cream'],['extreme harlequin'],2293839.jpeg
1890,['yellow'],[],2293569.jpeg
1891,['red'],"['dalmatian', 'pinstripe', 'ink spot', 'phantom']",2583065.jpeg
1892,['red'],['portholes'],2583055.jpeg
1893,"['cream', 'lavender']",['drippy'],2356518.jpeg
1894,['lavender'],['tri-color'],2357889.jpeg
1895,['red'],['dalmatian'],2669117.jpeg
1896,['red'],"['brindle', 'tiger', 'furred', 'phantom']",2010870.jpeg
1897,['lavender'],['extreme harlequin'],2244708.jpeg
1898,['lavender'],[],2512403.jpeg
1899,['red'],"['extreme harlequin', 'tri-color']",2606248.jpeg
1900,['dark'],"['dalmatian', 'harlequin']",2582848.jpeg
1901,['yellow'],"['extreme harlequin', 'tri-color']",2293514.jpeg
1902,['yellow'],['extreme harlequin'],2293511.jpeg
1903,['yellow'],"['extreme harlequin', 'tri-color']",2293508.jpeg
1904,"['cream', 'yellow']","['extreme harlequin', 'tri-color']",2293505.jpeg
1905,['lavender'],"['extreme harlequin', 'tangerine', 'white wall', 'soft scale', 'empty back', 'super stripe']",2512259.jpeg
1906,['yellow'],[],2293497.jpeg
1907,['yellow'],"['extreme harlequin', 'tri-color']",2293492.jpeg
1908,['yellow'],['extreme harlequin'],2293463.jpeg
1909,['cream'],[],2293459.jpeg
1910,['dark'],"['fringing', 'kneecaps', 'phantom']",2293456.jpeg
1911,['yellow'],"['extreme harlequin', 'fringing', 'kneecaps']",2293452.jpeg
1912,['cream'],"['extreme harlequin', 'fringing', 'kneecaps']",2293447.jpeg
1913,['cream'],"['fringing', 'kneecaps']",2293440.jpeg
1914,['dark'],"['portholes', 'fringing', 'phantom']",2293436.jpeg
1915,['cream'],"['extreme harlequin', 'fringing']",2293432.jpeg
1916,['cream'],['extreme harlequin'],2293405.jpeg
1917,['yellow'],['extreme harlequin'],2293403.jpeg
1918,"['cream', 'yellow']","['extreme harlequin', 'fringing', 'tri-color']",2293399.jpeg
1919,['yellow'],"['extreme harlequin', 'fringing', 'tri-color']",2293394.jpeg
1920,['yellow'],"['fringing', 'kneecaps', 'tri-color']",2293344.jpeg
1921,['yellow'],['extreme harlequin'],2293334.jpeg
1922,['cream'],"['harlequin', 'pinstripe']",2315733.jpeg
1923,['red'],"['het phantom', 'pinstripe', 'quad-stripe', 'pos red']",2548540.jpeg
1924,['dark'],['tiger'],2548255.jpeg
1925,['red'],"['lilly white', 'cappuccino']",2548063.jpeg
1926,['dark'],['harlequin'],2534756.jpeg
1927,['dark'],['partial pinstripe'],2534750.jpeg
1928,"['cream', 'red']","['harlequin', 'pinstripe']",2394161.jpeg
1929,['red'],['harlequin'],2667672.jpeg
1930,['red'],['lilly white'],2605415.jpeg
1931,"['dark', 'yellow']","['harlequin', 'pinstripe', 'tri-color']",2421954.jpeg
1932,['dark'],"['portholes', 'phantom']",2421919.jpeg
1933,['yellow'],"['dalmatian', 'super dalmatian', 'ink spot']",2511485.jpeg
1934,['red'],"['soft scale', 'empty back', 'phantom']",2667585.jpeg
1935,['yellow'],['pinstripe'],1985891.jpeg
1936,['dark'],"['extreme harlequin', 'harlequin', 'snowflake', 'drippy']",2234097.jpeg
1937,"['cream', 'red']","['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'portholes', 'drippy']",2244299.jpeg
1938,"['cream', 'red']","['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'portholes', 'tangerine', 'drippy']",2244304.jpeg
1939,['red'],"['pos red', 'drippy', 'lilly white']",2490821.jpeg
1940,"['lavender', 'red']","['harlequin', 'pos red', 'pos lavender', 'drippy']",2490774.jpeg
1941,['red'],"['portholes', 'pos red', 'bi-color']",2490755.jpeg
1942,['dark'],"['extreme harlequin', 'drippy']",2315530.jpeg
1943,"['red', 'yellow']",['dalmatian'],2667435.jpeg
1944,['cream'],['pinstripe'],2667427.jpeg
1945,['dark'],"['harlequin', 'partial pinstripe', 'pinstripe', 'tri-color']",1300621.jpeg
1946,['dark'],['harlequin'],2667235.jpeg
1947,['red'],"['harlequin', 'pinstripe', 'quad-stripe', 'portholes', 'fringing', 'kneecaps', 'tri-color', 'drippy', 'soft scale', 'empty back', 'white tip']",2666792.jpeg
1948,['red'],"['harlequin', 'pinstripe', 'quad-stripe', 'portholes', 'fringing', 'kneecaps', 'tri-color', 'soft scale', 'empty back', 'white tip']",2666817.jpeg
1949,['red'],"['pinstripe', 'quad-stripe', 'portholes', 'fringing', 'kneecaps', 'tri-color', 'drippy', 'soft scale', 'empty back', 'white tip']",2666846.jpeg
1950,['red'],"['harlequin', 'pinstripe', 'quad-stripe', 'portholes', 'fringing', 'kneecaps', 'tri-color', 'drippy', 'soft scale', 'empty back', 'white tip']",2666884.jpeg
1951,['red'],"['harlequin', 'pinstripe', 'quad-stripe', 'portholes', 'fringing', 'kneecaps', 'tri-color', 'drippy', 'soft scale', 'empty back', 'white tip']",2666870.jpeg
1952,['red'],"['harlequin', 'pinstripe', 'quad-stripe', 'portholes', 'fringing', 'kneecaps', 'tri-color', 'drippy', 'soft scale', 'empty back', 'white tip']",2666901.jpeg
1953,['red'],[],2554228.jpeg
1954,['red'],['brindle'],2605055.jpeg
1955,['dark'],['quad-stripe'],2605044.jpeg
1956,['dark'],"['dalmatian', 'pinstripe']",2604989.jpeg
1957,['dark'],['tri-color'],2315341.jpeg
1958,['red'],"['harlequin', 'portholes', 'tangerine']",2421510.jpeg
1959,['lavender'],"['pinstripe', 'white out']",2626455.jpeg
1960,['lavender'],['crowned'],2421474.jpeg
1961,['red'],['lilly white'],2604779.jpeg
1962,['red'],['extreme harlequin'],2566733.jpeg
1963,['red'],[],2243761.jpeg
1964,"['dark', 'red']","['pinstripe', 'quad-stripe', 'fringing', 'kneecaps', 'tri-color', 'soft scale', 'empty back', 'white tip']",2666907.jpeg
1965,['yellow'],"['dalmatian', 'pinstripe', 'tiger', 'phantom']",2350951.jpeg
1966,['lavender'],"['snowflake', 'tri-color']",2243710.jpeg
1967,['yellow'],[],2666858.jpeg
1968,['yellow'],['pinstripe'],2666814.jpeg
1969,"['cream', 'red']","['harlequin', 'snowflake', 'fringing', 'kneecaps']",2292280.jpeg
1970,['yellow'],"['extreme harlequin', 'tri-color']",2292272.jpeg
1971,"['cream', 'dark']",['harlequin'],2666610.jpeg
1972,['yellow'],['extreme harlequin'],2292259.jpeg
1973,['cream'],"['extreme harlequin', 'fringing', 'kneecaps']",2292254.jpeg
1974,['dark'],['harlequin'],2666564.jpeg
1975,['dark'],"['extreme harlequin', 'harlequin', 'pinstripe', 'quad-stripe', 'pos black']",2604280.jpeg
1976,"['dark', 'yellow']","['brindle', 'dalmatian', 'super dalmatian', 'pos super dalmatian', 'tiger']",2604267.jpeg
1977,['dark'],"['extreme harlequin', 'partial pinstripe', 'pos partial pinstripe', 'pinstripe', 'quad-stripe', 'tri-color', 'drippy']",2604243.jpeg
1978,['dark'],"['extreme harlequin', 'pos extreme harlequin', 'harlequin', 'pinstripe', 'pos dark', 'drippy']",2604235.jpeg
1979,['dark'],"['extreme harlequin', 'pos extreme harlequin', 'harlequin', 'tri-color', 'drippy']",2604218.jpeg
1980,['yellow'],"['brindle', 'dalmatian']",2604188.jpeg
1981,['red'],"['dalmatian', 'red spot', 'portholes']",2666398.jpeg
1982,['yellow'],[],2666397.jpeg
1983,['dark'],"['dalmatian', 'super dalmatian', 'pos super dalmatian', 'portholes', 'pos dark', 'phantom']",2604171.jpeg
1984,['yellow'],"['harlequin', 'pinstripe', 'tri-color', 'phantom']",2604160.jpeg
1985,['yellow'],[],2666359.jpeg
1986,['red'],"['extreme harlequin', 'tri-color']",2532929.jpeg
1987,"['cream', 'red']","['pinstripe', 'snowflake', 'fringing']",2292068.jpeg
1988,['yellow'],['tri-color'],2292063.jpeg
1989,['yellow'],"['extreme harlequin', 'tri-color']",2292048.jpeg
1990,['cream'],"['extreme harlequin', 'fringing']",2292042.jpeg
1991,['yellow'],['fringing'],2292032.jpeg
1992,['red'],"['portholes', 'patternless']",2666287.jpeg
1993,['yellow'],['extreme harlequin'],2292027.jpeg
1994,['red'],['patternless'],2666263.jpeg
1995,['red'],['partial pinstripe'],2666233.jpeg
1996,['cream'],"['extreme harlequin', 'fringing', 'kneecaps']",2291906.jpeg
1997,['red'],"['super dalmatian', 'oil spot', 'red spot']",1917762.jpeg
1998,['cream'],"['extreme harlequin', 'fringing']",2291900.jpeg
1999,['yellow'],['extreme harlequin'],2291890.jpeg
2000,['red'],[],2666190.jpeg
2001,['yellow'],['extreme harlequin'],2291858.jpeg
2002,['red'],"['flame', 'pinstripe']",2233058.jpeg
2003,['red'],"['harlequin', 'pinstripe']",2233039.jpeg
2004,['dark'],"['fringing', 'kneecaps', 'phantom']",2291854.jpeg
2005,['cream'],"['extreme harlequin', 'fringing', 'kneecaps']",2291840.jpeg
2006,['dark'],"['portholes', 'phantom']",2666090.jpeg
2007,['yellow'],"['extreme harlequin', 'fringing', 'kneecaps', 'tri-color']",2291832.jpeg
2008,['yellow'],['extreme harlequin'],2291826.jpeg
2009,['cream'],"['extreme harlequin', 'pinstripe', 'fringing', 'kneecaps']",2291815.jpeg
2010,['yellow'],"['extreme harlequin', 'fringing']",2291802.jpeg
2011,['yellow'],['extreme harlequin'],2291794.jpeg
2012,['yellow'],"['extreme harlequin', 'tri-color']",2291787.jpeg
2013,['yellow'],['tri-color'],2291783.jpeg
2014,['cream'],"['extreme harlequin', 'reverse pinstripe', 'fringing']",2291777.jpeg
2015,['yellow'],"['extreme harlequin', 'fringing']",2291762.jpeg
2016,['red'],"['super dalmatian', 'red spot', 'soft scale']",2603871.jpeg
2017,['yellow'],"['extreme harlequin', 'kneecaps']",2291754.jpeg
2018,['yellow'],"['extreme harlequin', 'snowflake', 'fringing', 'kneecaps']",1917588.jpeg
2019,['yellow'],"['extreme harlequin', 'fringing', 'kneecaps']",2291745.jpeg
2020,['yellow'],"['extreme harlequin', 'fringing', 'kneecaps', 'tri-color']",2291736.jpeg
2021,['yellow'],"['fringing', 'kneecaps', 'tri-color']",2291667.jpeg
2022,['yellow'],['extreme harlequin'],1917414.jpeg
2023,['cream'],"['pinstripe', 'fringing', 'kneecaps']",2291662.jpeg
2024,['lavender'],['tri-color'],2665777.jpeg
