,Traits,Image Name,cream,dark,lavender,olive,red,yellow
1554,"['partial pinstripe', 'white wall']",2612444.jpeg,0,0,0,0,1,0
1555,"['partial pinstripe', 'white wall']",2612439.jpeg,0,0,0,0,1,0
1556,['partial pinstripe'],2612437.jpeg,0,0,0,0,1,0
1557,['patternless'],2612413.jpeg,0,0,0,0,1,0
1558,[],2612410.jpeg,0,0,0,0,0,1
1559,"['super dalmatian', 'red spot', 'soft scale', 'phantom']",2612366.jpeg,0,0,0,1,0,0
1560,"['dalmatian', 'red spot', 'soft scale', 'phantom']",2612360.jpeg,0,0,0,1,0,0
1561,[],2334190.jpeg,0,0,1,0,1,0
1562,"['lilly white', 'phantom']",2676085.jpeg,0,0,0,0,1,0
1563,['tri-color'],1616463.jpeg,0,0,0,0,1,0
1564,"['dalmatian', 'bi-color']",2327962.jpeg,0,0,0,0,1,0
1565,"['brindle', 'crowned']",2233000.jpeg,0,0,0,0,0,1
1566,"['brindle', 'harlequin', 'brindle', 'harlequin']",2400214.jpeg,1,0,0,0,1,0
1567,['phantom'],2676025.jpeg,0,0,0,0,0,1
1568,"['harlequin', 'pinstripe', 'harlequin', 'pinstripe']",2492667.jpeg,1,1,0,0,0,0
1569,"['pos lavender', 'pos tri-color', 'drippy']",2400116.jpeg,1,0,0,0,0,0
1570,"['extreme harlequin', 'drippy']",2327912.jpeg,1,0,0,0,0,0
1571,['harlequin'],2676016.jpeg,0,0,1,0,0,0
1572,"['extreme harlequin', 'harlequin', 'partial pinstripe', 'pinstripe', 'extreme harlequin', 'harlequin', 'partial pinstripe', 'pinstripe']",2521942.jpeg,1,1,0,0,0,0
1573,"['soft scale', 'phantom']",2675995.jpeg,0,0,0,0,1,0
1574,"['harlequin', 'white out', 'harlequin', 'white out']",2675992.jpeg,1,0,0,0,1,0
1575,"['harlequin', 'tri-color']",2675990.jpeg,0,0,0,0,1,0
1576,"['extreme harlequin', 'pin-dashed']",2444613.jpeg,1,0,0,0,0,0
1577,"['harlequin', 'white out']",2675986.jpeg,0,0,1,0,0,0
1578,"['harlequin', 'white out']",2675982.jpeg,0,0,1,0,0,0
1579,['harlequin'],2675979.jpeg,0,0,1,0,0,0
1580,"['harlequin', 'tiger']",2675977.jpeg,0,0,1,0,0,0
1581,"['dalmatian', 'extreme harlequin', 'drippy']",2497829.jpeg,1,0,0,0,0,0
1582,"['extreme harlequin', 'tri-color', 'drippy']",2675972.jpeg,0,1,0,0,0,0
1583,"['extreme harlequin', 'tangerine', 'drippy']",2497822.jpeg,0,0,1,0,0,0
1584,"['dalmatian', 'phantom']",2675965.jpeg,0,0,0,0,0,1
1585,"['brindle', 'pinstripe', 'quad-stripe', 'pos quad-stripe', 'reverse pinstripe', 'phantom']",2239048.jpeg,0,0,0,0,0,1
1586,"['dalmatian', 'phantom']",2675961.jpeg,0,0,0,0,0,1
1587,"['dalmatian', 'red spot', 'portholes', 'phantom']",2675956.jpeg,0,0,0,0,1,0
1588,['harlequin'],2675949.jpeg,0,0,1,0,0,0
1589,"['harlequin', 'pos red', 'pos drippy', 'drippy', 'harlequin', 'pos red', 'pos drippy', 'drippy']",2239019.jpeg,1,0,0,0,1,0
1590,"['harlequin', 'partial pinstripe', 'pos red', 'tri-color', 'harlequin', 'partial pinstripe', 'pos red', 'tri-color']",2239010.jpeg,1,0,0,0,1,0
1591,"['extreme harlequin', 'solid back', 'drippy']",2249019.jpeg,0,0,1,0,0,0
1592,"['harlequin', 'pos red', 'pos tri-color', 'drippy', 'harlequin', 'pos red', 'pos tri-color', 'drippy']",2238999.jpeg,1,0,0,0,1,0
1593,"['harlequin', 'tiger']",2675930.jpeg,1,0,0,0,0,0
1594,"['pos red', 'drippy']",2238987.jpeg,0,0,0,0,1,0
1595,"['extreme harlequin', 'drippy']",2665063.jpeg,1,0,0,0,0,0
1596,"['portholes', 'tri-color']",2669547.jpeg,0,0,0,0,1,0
1597,"['harlequin', 'drippy', 'harlequin', 'drippy']",2238951.jpeg,1,1,0,0,0,0
1598,"['brindle', 'pinstripe', 'quad-stripe', 'reverse pinstripe', 'phantom']",2238920.jpeg,0,0,0,0,0,1
1599,"['harlequin', 'pinstripe']",2308115.jpeg,0,1,0,0,0,0
1600,"['flame', 'harlequin', 'pinstripe', 'tiger']",2308234.jpeg,0,1,0,0,0,0
1601,"['dalmatian', 'phantom']",2308072.jpeg,0,0,0,0,1,0
1602,"['harlequin', 'crowned']",2308088.jpeg,0,1,0,0,0,0
1603,"['brindle', 'pinstripe', 'quad-stripe', 'reverse pinstripe', 'phantom']",2238888.jpeg,0,0,0,0,0,1
1604,"['harlequin', 'partial pinstripe', 'pinstripe', 'harlequin', 'partial pinstripe', 'pinstripe']",2308193.jpeg,0,1,0,0,1,0
1605,"['harlequin', 'partial pinstripe', 'pinstripe']",2308135.jpeg,0,1,0,0,0,0
1606,['extreme harlequin'],2238824.jpeg,0,0,1,0,0,0
1607,"['extreme harlequin', 'pos lavender', 'drippy']",2238817.jpeg,0,0,1,0,0,0
1608,['harlequin'],2675774.jpeg,0,1,0,0,0,0
1609,"['dalmatian', 'phantom']",2675754.jpeg,0,0,0,0,0,1
1610,"['harlequin', 'harlequin']",2319052.jpeg,1,1,0,0,0,0
1611,"['pinstripe', 'tri-color']",2675744.jpeg,0,1,0,0,0,0
1612,['patternless'],2612041.jpeg,0,0,0,0,0,1
1613,['extreme harlequin'],2319048.jpeg,0,1,0,0,0,0
1614,"['dalmatian', 'patternless']",2612019.jpeg,0,0,0,0,1,0
1615,"['harlequin', 'portholes', 'pos red', 'pos lavender', 'harlequin', 'portholes', 'pos red', 'pos lavender']",2238721.jpeg,0,0,1,0,1,0
1616,"['harlequin', 'pinstripe']",2675712.jpeg,0,1,0,0,0,0
1617,['harlequin'],2675470.jpeg,0,0,1,0,0,0
1618,[],2675450.jpeg,0,0,0,0,1,0
1619,"['dalmatian', 'partial pinstripe', 'phantom']",2675414.jpeg,0,1,0,0,0,0
1620,['dalmatian'],2212238.jpeg,0,1,0,0,0,0
1621,['pinstripe'],2675375.jpeg,0,0,0,0,0,1
1622,"['extreme harlequin', 'harlequin', 'tri-color']",2618798.jpeg,0,1,0,0,0,0
1623,"['extreme harlequin', 'harlequin']",2618719.jpeg,0,0,1,0,0,0
1624,"['quad-stripe', 'empty back']",2618714.jpeg,0,0,0,0,1,0
1625,"['extreme harlequin', 'tri-color']",2611550.jpeg,1,0,0,0,0,0
1626,"['pinstripe', 'quad-stripe']",2618686.jpeg,0,1,0,0,0,0
1627,"['extreme harlequin', 'harlequin', 'partial pinstripe', 'snowflake']",2618677.jpeg,0,1,0,0,0,0
1628,"['extreme harlequin', 'harlequin', 'extreme harlequin', 'harlequin']",2618672.jpeg,1,1,0,0,0,0
1629,[],2559275.jpeg,0,0,0,0,1,0
1630,"['extreme harlequin', 'harlequin']",2283570.jpeg,1,0,0,0,0,0
1631,"['portholes', 'phantom']",2618601.jpeg,0,0,0,0,1,0
1632,[],1973605.jpeg,0,0,0,0,1,0
1633,"['portholes', 'bi-color', 'phantom']",2103585.jpeg,0,0,0,0,1,0
1634,"['portholes', 'pos red', 'pos lavender', 'drippy']",2103572.jpeg,1,0,0,0,0,0
1635,"['extreme harlequin', 'harlequin']",2428309.jpeg,1,0,0,0,0,0
1636,['lilly white'],2611209.jpeg,0,0,0,0,1,0
1637,"['extreme harlequin', 'tri-color']",2611212.jpeg,0,0,0,0,0,1
1638,['quad-stripe'],2500777.jpeg,0,1,0,0,0,0
1639,"['extreme harlequin', 'tri-color']",2611165.jpeg,0,0,0,0,0,1
1640,['tri-color'],2611130.jpeg,1,0,0,0,0,0
1641,"['pos red', 'drippy']",2103507.jpeg,0,0,0,0,1,0
1642,"['extreme harlequin', 'drippy']",1446692.jpeg,1,0,0,0,0,0
1643,['flame'],2455579.jpeg,0,0,0,0,0,1
1644,"['pin-dashed', 'tri-color', 'pin-dashed', 'tri-color']",2618138.jpeg,1,0,0,0,1,0
1645,[],2610985.jpeg,1,0,0,0,1,1
1646,"['extreme harlequin', 'harlequin', 'crowned', 'extreme harlequin', 'harlequin', 'crowned']",2224904.jpeg,1,0,1,0,0,0
1647,"['harlequin', 'pinstripe', 'empty back']",2674465.jpeg,0,0,0,0,1,0
1648,['pinstripe'],2674456.jpeg,0,0,0,0,0,1
1649,"['pinstripe', 'snowflake', 'tri-color']",2048605.jpeg,0,0,0,0,0,1
1650,"['extreme harlequin', 'pinstripe', 'snowflake', 'tri-color']",2048567.jpeg,0,0,0,0,0,1
1651,"['brindle', 'dalmatian', 'ink spot']",1471014.jpeg,0,0,0,0,0,1
1652,"['harlequin', 'pinstripe', 'quad-stripe', 'snowflake', 'tri-color']",2573238.jpeg,0,1,0,0,0,0
1653,"['solid back', 'drippy', 'lilly white']",2631562.jpeg,0,0,0,0,1,0
1654,"['harlequin', 'pinstripe', 'reverse pinstripe', 'kneecaps', 'crowned', 'white tip']",2322733.jpeg,0,0,0,0,0,1
1655,"['dalmatian', 'harlequin']",1557882.jpeg,0,0,1,0,0,0
1656,"['harlequin', 'white wall']",2617557.jpeg,0,0,0,0,1,0
1657,['extreme harlequin'],2573063.jpeg,0,1,0,0,0,0
1658,"['tri-color', 'drippy']",2398350.jpeg,0,0,0,0,1,0
1659,"['extreme harlequin', 'tri-color']",2398335.jpeg,1,0,0,0,0,0
1660,"['dalmatian', 'super dalmatian', 'ink spot', 'red spot']",2673477.jpeg,0,0,0,0,0,1
1661,['extreme harlequin'],1405902.jpeg,0,0,1,0,0,0
1662,['pinstripe'],2488743.jpeg,0,0,0,0,1,0
1663,"['pinstripe', 'pinstripe']",2488778.jpeg,1,0,0,0,1,0
1664,"['pinstripe', 'pinstripe']",2488746.jpeg,1,1,0,0,0,0
1665,['pinstripe'],2488727.jpeg,1,0,0,0,0,0
1666,"['extreme harlequin', 'white wall', 'extreme harlequin', 'white wall']",2488748.jpeg,1,0,0,0,1,0
1667,"['pinstripe', 'reverse pinstripe', 'pinstripe', 'reverse pinstripe']",2488764.jpeg,1,1,0,0,0,0
1668,"['extreme harlequin', 'extreme harlequin']",2488768.jpeg,1,1,0,0,0,0
1669,"['pinstripe', 'quad-stripe']",2488731.jpeg,0,1,0,0,0,0
1670,"['bold stripe tigers', 'brindle', 'dalmatian', 'pos super dalmatian', 'tiger']",2488758.jpeg,0,0,0,0,0,1
1671,"['pinstripe', 'pinstripe']",2488785.jpeg,1,0,0,0,1,0
1672,"['portholes', 'bi-color', 'patternless']",2488741.jpeg,0,0,0,0,1,0
1673,"['pinstripe', 'pinstripe']",2488735.jpeg,1,1,0,0,0,0
1674,['pinstripe'],2488780.jpeg,0,1,0,0,0,0
1675,"['pinstripe', 'pinstripe']",2488771.jpeg,1,1,0,0,0,0
1676,[],2610103.jpeg,0,1,0,0,0,0
1677,['pinstripe'],2631096.jpeg,0,0,0,0,1,0
1678,['drippy'],2495579.jpeg,0,0,0,0,1,0
1679,"['dalmatian', 'super dalmatian', 'red spot', 'portholes']",2264443.jpeg,0,0,0,0,1,0
1680,[],2356522.jpeg,0,0,0,0,1,0
1681,"['tiger', 'tiger']",2587794.jpeg,0,0,0,0,1,1
1682,['extreme harlequin'],2442883.jpeg,1,0,0,0,0,0
1683,['drippy'],2495551.jpeg,0,0,0,0,0,1
1684,"['dalmatian', 'harlequin', 'pin-dashed', 'red spot', 'portholes']",2572724.jpeg,0,0,0,0,1,0
1685,"['dalmatian', 'red spot']",2624601.jpeg,0,0,0,0,1,0
1686,['pinstripe'],2624597.jpeg,0,0,1,0,0,0
1687,['harlequin'],2624594.jpeg,0,0,1,0,0,0
1688,['tangerine'],2624589.jpeg,0,1,0,0,0,0
1689,['tangerine'],2624585.jpeg,0,1,0,0,0,0
1690,['harlequin'],2624581.jpeg,0,1,0,0,0,0
1691,"['pinstripe', 'pinstripe']",2624573.jpeg,1,0,0,0,0,1
1692,['harlequin'],2587669.jpeg,0,0,0,0,1,0
1693,"['pinstripe', 'pinstripe']",2624570.jpeg,1,0,0,0,0,1
1694,['pinstripe'],2624567.jpeg,0,0,1,0,0,0
1695,['extreme harlequin'],2495427.jpeg,0,0,0,0,1,0
1696,"['pinstripe', 'phantom']",2624541.jpeg,0,0,0,0,0,1
1697,"['partial pinstripe', 'pinstripe', 'pos drippy', 'drippy', 'partial pinstripe', 'pinstripe', 'pos drippy', 'drippy']",2495379.jpeg,1,0,0,0,0,1
1698,"['pinstripe', 'pinstripe']",2624527.jpeg,1,0,0,0,0,1
1699,"['pinstripe', 'phantom']",2624525.jpeg,0,0,0,0,0,1
1700,"['snowflake', 'snowflake']",2624522.jpeg,1,0,0,0,1,0
1701,"['white out', 'phantom']",2624505.jpeg,0,0,0,0,1,0
1702,"['brindle', 'partial pinstripe', 'reverse pinstripe']",2495327.jpeg,0,0,0,0,0,1
1703,"['pinstripe', 'white out']",2624483.jpeg,1,0,0,0,0,0
1704,"['pinstripe', 'tiger']",2587582.jpeg,0,0,0,0,0,1
1705,['phantom'],2624479.jpeg,0,0,0,0,1,0
1706,['phantom'],2624477.jpeg,0,0,0,0,1,0
1707,"['partial pinstripe', 'pinstripe', 'tri-color', 'pos tri-color', 'drippy']",2495300.jpeg,1,0,0,0,0,0
1708,['pinstripe'],2673131.jpeg,0,0,0,0,1,0
1709,"['harlequin', 'tri-color']",1654805.jpeg,0,1,0,0,0,0
1710,"['dalmatian', 'harlequin', 'partial pinstripe', 'pinstripe']",1300626.jpeg,0,1,0,0,0,0
1711,['phantom'],2624386.jpeg,0,0,0,0,1,0
1712,['pinstripe'],2624383.jpeg,1,0,0,0,0,0
1713,"['pinstripe', 'white out']",2624371.jpeg,1,0,0,0,0,0
1714,['harlequin'],2354511.jpeg,0,1,0,0,0,0
1715,"['pinstripe', 'white wall', 'tri-color']",2624360.jpeg,0,1,0,0,0,0
1716,"['pinstripe', 'white out']",2624355.jpeg,0,0,0,0,1,0
1717,['dalmatian'],2616754.jpeg,0,1,0,0,0,0
1718,[],2673020.jpeg,0,0,0,0,1,0
1719,"['phantom', 'phantom']",2495104.jpeg,1,0,0,0,0,1
1720,"['harlequin', 'harlequin']",2479809.jpeg,0,0,1,0,1,0
1721,['harlequin'],2479787.jpeg,0,1,0,0,0,0
1722,"['drippy', 'lilly white', 'phantom']",2256198.jpeg,0,0,0,0,1,0
1723,"['lilly white', 'phantom']",2479814.jpeg,0,0,0,0,1,0
1724,"['partial pinstripe', 'pinstripe']",2609734.jpeg,0,0,0,0,1,0
1725,"['partial pinstripe', 'pinstripe']",2609729.jpeg,0,0,0,0,1,0
1726,"['dalmatian', 'flame', 'dalmatian', 'flame']",2609713.jpeg,0,1,0,0,1,0
1727,"['dalmatian', 'dalmatian', 'dalmatian']",2494968.jpeg,0,1,0,0,1,1
1728,['patternless'],2609709.jpeg,0,0,0,1,0,0
1729,"['harlequin', 'harlequin']",2494935.jpeg,0,1,0,0,1,0
1730,"['pinstripe', 'white out', 'crowned']",2572274.jpeg,0,0,0,0,0,1
1731,"['extreme harlequin', 'harlequin', 'kneecaps', 'extreme harlequin', 'harlequin', 'kneecaps', 'extreme harlequin', 'harlequin', 'kneecaps']",2494905.jpeg,1,1,1,0,0,0
1732,[],2354076.jpeg,0,0,0,0,1,0
1733,"['extreme harlequin', 'snowflake', 'drippy']",2025609.jpeg,1,0,0,0,0,0
1734,['dalmatian'],2354068.jpeg,0,0,0,0,1,0
1735,['harlequin'],2672772.jpeg,0,0,0,0,1,0
1736,['dalmatian'],2616350.jpeg,0,1,0,0,0,0
1737,['harlequin'],2672678.jpeg,0,0,0,0,1,0
1738,"['extreme harlequin', 'harlequin', 'tiger', 'tri-color']",2672674.jpeg,0,1,0,0,0,0
1739,"['extreme harlequin', 'tiger', 'extreme harlequin', 'tiger']",2672614.jpeg,0,1,0,0,1,0
1740,['pinstripe'],2539274.jpeg,0,1,0,0,0,0
1741,"['soft scale', 'phantom']",2672580.jpeg,0,1,0,0,0,0
1742,"['harlequin', 'portholes', 'harlequin', 'portholes', 'harlequin', 'portholes']",2672562.jpeg,1,0,1,0,1,0
1743,"['dalmatian', 'super dalmatian', 'ink spot']",2609377.jpeg,0,0,0,0,1,0
1744,['partial pinstripe'],2672537.jpeg,0,0,0,0,0,1
1745,"['harlequin', 'pinstripe', 'drippy']",2672530.jpeg,0,1,0,0,0,0
1746,"['portholes', 'phantom']",2672492.jpeg,0,0,0,0,1,0
1747,"['pinstripe', 'drippy']",2609344.jpeg,1,0,0,0,0,0
1748,"['pinstripe', 'quad-stripe', 'fringing', 'kneecaps', 'drippy', 'lilly white', 'empty back', 'white tip', 'phantom']",2672414.jpeg,0,0,0,0,0,1
1749,"['brindle', 'harlequin']",2672403.jpeg,0,1,0,0,0,0
1750,"['pin-dashed', 'portholes', 'crowned', 'phantom']",2317587.jpeg,0,0,0,0,1,0
1751,"['extreme harlequin', 'harlequin', 'tri-color', 'extreme harlequin', 'harlequin', 'tri-color']",2348479.jpeg,1,0,0,0,1,0
1752,"['het phantom', 'drippy', 'lilly white', 'white tip']",2672317.jpeg,0,1,0,0,0,0
1753,['drippy'],2348466.jpeg,0,0,0,0,1,0
1754,"['dalmatian', 'harlequin', 'dalmatian', 'harlequin']",2672268.jpeg,1,1,0,0,0,0
1755,['solid back'],2348451.jpeg,0,1,0,0,0,0
1756,['pinstripe'],2348437.jpeg,0,0,1,0,0,0
1757,"['dalmatian', 'harlequin', 'portholes']",2672244.jpeg,0,1,0,0,0,0
1758,"['dalmatian', 'portholes', 'dalmatian', 'portholes', 'dalmatian', 'portholes']",2672217.jpeg,1,1,0,0,1,0
1759,"['snowflake', 'fringing', 'kneecaps', 'phantom', 'snowflake', 'fringing', 'kneecaps', 'phantom']",2296771.jpeg,1,0,0,0,1,0
1760,"['quad-stripe', 'reverse pinstripe', 'fringing', 'kneecaps']",2296766.jpeg,1,0,0,0,0,0
1761,"['extreme harlequin', 'harlequin']",2348405.jpeg,0,1,0,0,0,0
1762,"['tipped crests', 'lilly white', 'white tip', 'tipped crests', 'lilly white', 'white tip']",2348394.jpeg,1,1,0,0,0,0
1763,['pinstripe'],2672190.jpeg,0,0,0,0,1,0
1764,[],2672186.jpeg,1,0,0,0,0,0
1765,"['extreme harlequin', 'harlequin', 'tiger', 'extreme harlequin', 'harlequin', 'tiger']",2672175.jpeg,0,1,0,0,1,0
1766,"['pinstripe', 'quad-stripe']",2615830.jpeg,0,1,0,0,0,0
1767,"['extreme harlequin', 'harlequin']",2348361.jpeg,0,0,0,0,1,0
1768,"['white out', 'white tip']",2310610.jpeg,0,0,0,0,0,1
1769,"['pinstripe', 'lilly white']",2672136.jpeg,0,0,0,0,1,0
1770,"['extreme harlequin', 'white wall', 'drippy']",2672134.jpeg,1,0,0,0,0,0
1771,"['flame', 'harlequin', 'flame', 'harlequin']",2672116.jpeg,1,0,0,0,1,0
1772,['pinstripe'],2348314.jpeg,0,1,0,0,0,0
1773,"['dalmatian', 'pinstripe', 'lilly white']",2672111.jpeg,0,0,0,0,1,0
1774,"['pinstripe', 'lilly white', 'pinstripe', 'lilly white', 'pinstripe', 'lilly white']",2672092.jpeg,0,1,1,0,1,0
1775,"['pinstripe', 'portholes', 'pinstripe', 'portholes']",2494386.jpeg,0,0,0,0,1,1
1776,['harlequin'],2348253.jpeg,0,1,0,0,0,0
1777,"['pinstripe', 'quad-stripe', 'drippy']",2672006.jpeg,0,1,0,0,0,0
1778,['dalmatian'],2325605.jpeg,0,0,0,0,0,1
1779,"['het phantom', 'fringing', 'kneecaps', 'white wall', 'drippy', 'lilly white', 'white tip']",2629974.jpeg,0,1,0,0,0,0
1780,"['dalmatian', 'flame']",2396963.jpeg,0,0,0,0,0,1
1781,"['fringing', 'drippy', 'lilly white', 'white tip', 'phantom']",2629945.jpeg,0,0,0,0,1,0
1782,"['harlequin', 'soft scale']",2396885.jpeg,0,0,0,0,1,0
1783,['extreme harlequin'],2556160.jpeg,0,0,1,0,0,0
1784,"['pinstripe', 'quad-stripe', 'pinstripe', 'quad-stripe']",2531828.jpeg,1,1,0,0,0,0
1785,"['extreme harlequin', 'harlequin']",2400390.jpeg,0,0,0,0,1,0
1786,"['tri-color', 'tri-color']",2400485.jpeg,0,0,0,0,1,1
1787,['extreme harlequin'],2570924.jpeg,0,1,0,0,0,0
1788,"['harlequin', 'snowflake', 'blushing', 'tri-color']",2441706.jpeg,1,0,0,0,0,0
1789,"['pinstripe', 'drippy', 'pinstripe', 'drippy']",2671127.jpeg,0,0,0,0,1,1
1790,"['pin-dashed', 'tipped crests', 'tri-color', 'pin-dashed', 'tipped crests', 'tri-color', 'pin-dashed', 'tipped crests', 'tri-color']",2671085.jpeg,1,1,0,0,1,0
1791,"['extreme harlequin', 'pin-dashed', 'tri-color', 'extreme harlequin', 'pin-dashed', 'tri-color']",2671068.jpeg,1,1,0,0,0,0
1792,"['harlequin', 'fringing', 'kneecaps']",2295948.jpeg,0,0,0,0,1,0
1793,"['extreme harlequin', 'het phantom', 'snowflake', 'fringing', 'kneecaps', 'tri-color', 'extreme harlequin', 'het phantom', 'snowflake', 'fringing', 'kneecaps', 'tri-color', 'extreme harlequin', 'het phantom', 'snowflake', 'fringing', 'kneecaps', 'tri-color']",2295932.jpeg,1,0,0,0,1,1
1794,"['extreme harlequin', 'pin-dashed', 'extreme harlequin', 'pin-dashed']",2671008.jpeg,1,1,0,0,0,0
1795,"['extreme harlequin', 'harlequin', 'pinstripe']",2555462.jpeg,0,0,0,0,0,1
1796,[],2307022.jpeg,0,1,0,0,0,0
1797,"['harlequin', 'pinstripe', 'quad-stripe', 'snowflake', 'drippy', 'harlequin', 'pinstripe', 'quad-stripe', 'snowflake', 'drippy']",2193971.jpeg,1,1,0,0,0,0
1798,"['dalmatian', 'peppered', 'super dalmatian']",1563081.jpeg,0,0,0,0,0,1
1799,"['harlequin', 'pinstripe', 'crowned', 'tri-color']",2493510.jpeg,1,0,0,0,0,0
1800,['harlequin'],2353253.jpeg,0,1,0,0,0,0
1801,"['harlequin', 'partial pinstripe', 'snowflake', 'portholes']",2614697.jpeg,0,0,0,0,1,0
1802,"['dalmatian', 'pinstripe']",2046503.jpeg,0,0,0,0,1,0
1803,['pinstripe'],2046493.jpeg,0,1,0,0,0,0
1804,"['brindle', 'dalmatian']",2023987.jpeg,0,0,0,0,1,0
1805,"['dalmatian', 'harlequin']",2353196.jpeg,0,0,0,0,1,0
1806,"['pos brindle', 'pinstripe', 'reverse pinstripe', 'fringing', 'kneecaps']",2353184.jpeg,0,0,0,0,0,1
1807,[],2144486.jpeg,0,0,1,0,0,0
1808,['harlequin'],2670664.jpeg,0,1,0,0,0,0
1809,"['harlequin', 'harlequin']",1996226.jpeg,1,0,0,0,0,1
1810,[],2144477.jpeg,0,1,0,0,0,0
1811,"['harlequin', 'harlequin']",2670659.jpeg,0,0,1,0,0,1
1812,"['harlequin', 'drippy']",2670653.jpeg,0,0,1,0,0,0
1813,['phantom'],2383792.jpeg,0,1,0,0,0,0
1814,"['extreme harlequin', 'extreme harlequin']",2554849.jpeg,1,1,0,0,0,0
1815,['harlequin'],2569863.jpeg,0,0,1,0,0,0
1816,['pinstripe'],2569853.jpeg,1,0,0,0,0,0
1817,[],2670500.jpeg,1,0,0,0,0,1
1818,"['dalmatian', 'harlequin', 'reverse pinstripe', 'ink spot']",2440912.jpeg,0,0,0,0,0,1
1819,"['creamsicle', 'creamsicle']",2670461.jpeg,1,0,0,0,1,0
1820,"['extreme harlequin', 'tri-color', 'extreme harlequin', 'tri-color']",2670439.jpeg,1,0,1,0,0,0
1821,"['extreme harlequin', 'extreme harlequin']",2670432.jpeg,1,0,1,0,0,0
1822,"['dalmatian', 'pos flame']",2347301.jpeg,0,1,0,0,0,0
1823,['harlequin'],2670415.jpeg,0,1,0,0,0,0
1824,['harlequin'],2670397.jpeg,0,1,0,0,0,0
1825,"['harlequin', 'white out', 'harlequin', 'white out']",2670321.jpeg,1,1,0,0,0,0
1826,"['extreme harlequin', 'drippy']",2492891.jpeg,0,0,1,0,0,0
1827,"['brindle', 'dalmatian']",2607476.jpeg,0,0,0,0,0,1
1828,"['harlequin', 'pinstripe', 'portholes', 'tri-color']",2424552.jpeg,0,0,0,0,1,0
1829,['phantom'],2607469.jpeg,0,0,0,0,1,0
1830,['phantom'],2607460.jpeg,0,0,0,0,1,0
1831,['tiger'],2607436.jpeg,0,0,0,0,1,0
1832,['crowned'],2273652.jpeg,0,1,0,0,0,0
1833,"['tiger', 'phantom', 'tiger', 'phantom']",1670695.jpeg,1,0,0,0,0,1
1834,"['white wall', 'drippy']",2669934.jpeg,0,0,0,0,1,0
1835,"['white wall', 'tri-color', 'drippy']",2669905.jpeg,0,0,0,0,1,0
1836,[],2669854.jpeg,0,0,0,0,1,0
1837,['extreme harlequin'],2669840.jpeg,0,0,0,0,1,0
1838,['harlequin'],2533183.jpeg,0,1,0,0,0,0
1839,"['extreme harlequin', 'drippy']",2191058.jpeg,1,0,0,0,0,0
1840,[],2324320.jpeg,0,0,0,0,0,1
1841,"['fringing', 'kneecaps']",2324313.jpeg,0,0,0,0,0,1
1842,"['extreme harlequin', 'fringing', 'kneecaps', 'extreme harlequin', 'fringing', 'kneecaps']",2324308.jpeg,0,0,0,0,1,1
1843,"['fringing', 'kneecaps']",2324301.jpeg,0,0,0,0,0,1
1844,['harlequin'],2417528.jpeg,0,0,1,0,0,0
1845,"['extreme harlequin', 'fringing', 'kneecaps', 'tri-color', 'extreme harlequin', 'fringing', 'kneecaps', 'tri-color']",2294591.jpeg,1,0,0,0,0,1
1846,"['extreme harlequin', 'fringing', 'kneecaps', 'cold fusion']",2294581.jpeg,1,0,0,0,0,0
1847,"['snowflake', 'tri-color']",2324295.jpeg,0,0,0,0,0,1
1848,"['ink spot', 'fringing']",2324293.jpeg,0,0,0,0,0,1
1849,[],2324287.jpeg,0,0,0,0,0,1
1850,"['fringing', 'kneecaps']",2324280.jpeg,0,0,0,0,0,1
1851,"['extreme harlequin', 'fringing', 'kneecaps']",2294526.jpeg,1,0,0,0,0,0
1852,"['fringing', 'kneecaps']",2324277.jpeg,1,0,0,0,0,0
1853,[],2324275.jpeg,0,0,0,0,0,1
1854,"['harlequin', 'pinstripe', 'solid back', 'fringing', 'kneecaps', 'harlequin', 'pinstripe', 'solid back', 'fringing', 'kneecaps']",2294509.jpeg,1,0,1,0,0,0
1855,['kneecaps'],2324273.jpeg,0,0,0,0,0,1
1856,[],2324265.jpeg,0,0,0,0,0,1
1857,"['extreme harlequin', 'fringing', 'kneecaps']",2294493.jpeg,1,0,0,0,0,0
1858,"['extreme harlequin', 'pinstripe', 'snowflake', 'fringing']",2294487.jpeg,1,0,0,0,0,0
1859,"['extreme harlequin', 'fringing', 'kneecaps']",2294481.jpeg,1,0,0,0,0,0
1860,"['fringing', 'kneecaps']",2324258.jpeg,1,0,0,0,0,0
1861,"['extreme harlequin', 'fringing', 'kneecaps', 'extreme harlequin', 'fringing', 'kneecaps']",2294477.jpeg,1,0,0,0,0,1
1862,"['extreme harlequin', 'tri-color', 'extreme harlequin', 'tri-color']",2294470.jpeg,1,0,0,0,0,1
1863,"['extreme harlequin', 'pinstripe']",2294437.jpeg,1,0,0,0,0,0
1864,['extreme harlequin'],2294423.jpeg,1,0,0,0,0,0
1865,"['extreme harlequin', 'fringing', 'extreme harlequin', 'fringing']",2294412.jpeg,1,0,0,0,0,1
1866,['extreme harlequin'],2294396.jpeg,0,0,0,0,0,1
1867,['pinstripe'],2436110.jpeg,0,0,1,0,0,0
1868,[],2669473.jpeg,0,1,0,0,0,0
1869,"['extreme harlequin', 'tri-color', 'extreme harlequin', 'tri-color']",2294368.jpeg,1,0,0,0,0,1
1870,"['super dalmatian', 'ink spot', 'oil spot']",2294348.jpeg,0,0,0,0,1,0
