,Image Name,Cream,Dark,Lavender,Olive,Red,Yellow,Colors Raw,Colors Hot,Traits
1576,2444613.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'pin-dashed']"
1577,2675986.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","['harlequin', 'white out']"
1578,2675982.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","['harlequin', 'white out']"
1579,2675979.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",['harlequin']
1580,2675977.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","['harlequin', 'tiger']"
1581,2497829.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['dalmatian', 'extreme harlequin', 'drippy']"
1582,2675972.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'tri-color', 'drippy']"
1583,2497822.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'tangerine', 'drippy']"
1584,2675965.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['dalmatian', 'phantom']"
1585,2239048.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['brindle', 'pinstripe', 'quad-stripe', 'pos quad-stripe', 'reverse pinstripe', 'phantom']"
1586,2675961.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['dalmatian', 'phantom']"
1587,2675956.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['dalmatian', 'red spot', 'portholes', 'phantom']"
1588,2675949.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",['harlequin']
1589,2239019.jpeg,0.5,0.0,0.0,0.0,0.5,0.0,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['harlequin', 'pos red', 'pos drippy', 'drippy', 'harlequin', 'pos red', 'pos drippy', 'drippy']"
1590,2239010.jpeg,0.5,0.0,0.0,0.0,0.5,0.0,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['harlequin', 'partial pinstripe', 'pos red', 'tri-color', 'harlequin', 'partial pinstripe', 'pos red', 'tri-color']"
1591,2249019.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'solid back', 'drippy']"
1592,2238999.jpeg,0.5,0.0,0.0,0.0,0.5,0.0,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['harlequin', 'pos red', 'pos tri-color', 'drippy', 'harlequin', 'pos red', 'pos tri-color', 'drippy']"
1593,2675930.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['harlequin', 'tiger']"
1594,2238987.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['pos red', 'drippy']"
1595,2665063.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'drippy']"
1596,2669547.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['portholes', 'tri-color']"
1597,2238951.jpeg,0.5,0.5,0.0,0.0,0.0,0.0,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['harlequin', 'drippy', 'harlequin', 'drippy']"
1598,2238920.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['brindle', 'pinstripe', 'quad-stripe', 'reverse pinstripe', 'phantom']"
1599,2308115.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['harlequin', 'pinstripe']"
1600,2308234.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['flame', 'harlequin', 'pinstripe', 'tiger']"
1601,2308072.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['dalmatian', 'phantom']"
1602,2308088.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['harlequin', 'crowned']"
1603,2238888.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['brindle', 'pinstripe', 'quad-stripe', 'reverse pinstripe', 'phantom']"
1604,2308193.jpeg,0.0,0.5,0.0,0.0,0.5,0.0,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","['harlequin', 'partial pinstripe', 'pinstripe', 'harlequin', 'partial pinstripe', 'pinstripe']"
1605,2308135.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['harlequin', 'partial pinstripe', 'pinstripe']"
1606,2238824.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",['extreme harlequin']
1607,2238817.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'pos lavender', 'drippy']"
1608,2675774.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",['harlequin']
1609,2675754.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['dalmatian', 'phantom']"
1610,2319052.jpeg,0.5,0.5,0.0,0.0,0.0,0.0,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['harlequin', 'harlequin']"
1611,2675744.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['pinstripe', 'tri-color']"
1612,2612041.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",['patternless']
1613,2319048.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",['extreme harlequin']
1614,2612019.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['dalmatian', 'patternless']"
1615,2238721.jpeg,0.0,0.0,0.5,0.0,0.5,0.0,"[0.0, 0.0, 0.5, 0.0, 0.5, 0.0]","[0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['harlequin', 'portholes', 'pos red', 'pos lavender', 'harlequin', 'portholes', 'pos red', 'pos lavender']"
1616,2675712.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['harlequin', 'pinstripe']"
1617,2675470.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",['harlequin']
1618,2675450.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",[]
1619,2675414.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['dalmatian', 'partial pinstripe', 'phantom']"
1620,2212238.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",['dalmatian']
1621,2675375.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",['pinstripe']
1622,2618798.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'harlequin', 'tri-color']"
1623,2618719.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'harlequin']"
1624,2618714.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['quad-stripe', 'empty back']"
1625,2611550.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'tri-color']"
1626,2618686.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['pinstripe', 'quad-stripe']"
1627,2618677.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'harlequin', 'partial pinstripe', 'snowflake']"
1628,2618672.jpeg,0.5,0.5,0.0,0.0,0.0,0.0,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'harlequin', 'extreme harlequin', 'harlequin']"
1629,2559275.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",[]
1630,2283570.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'harlequin']"
1631,2618601.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['portholes', 'phantom']"
1632,1973605.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",[]
1633,2103585.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['portholes', 'bi-color', 'phantom']"
1634,2103572.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['portholes', 'pos red', 'pos lavender', 'drippy']"
1635,2428309.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'harlequin']"
1636,2611209.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",['lilly white']
1637,2611212.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['extreme harlequin', 'tri-color']"
1638,2500777.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",['quad-stripe']
1639,2611165.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['extreme harlequin', 'tri-color']"
1640,2611130.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",['tri-color']
1641,2103507.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['pos red', 'drippy']"
1642,1446692.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'drippy']"
1643,2455579.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",['flame']
1644,2618138.jpeg,0.5,0.0,0.0,0.0,0.5,0.0,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['pin-dashed', 'tri-color', 'pin-dashed', 'tri-color']"
1645,2610985.jpeg,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,"[0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333]","[1.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[]
1646,2224904.jpeg,0.5,0.0,0.5,0.0,0.0,0.0,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'harlequin', 'crowned', 'extreme harlequin', 'harlequin', 'crowned']"
1647,2674465.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['harlequin', 'pinstripe', 'empty back']"
1648,2674456.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",['pinstripe']
1649,2048605.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['pinstripe', 'snowflake', 'tri-color']"
1650,2048567.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['extreme harlequin', 'pinstripe', 'snowflake', 'tri-color']"
1651,1471014.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['brindle', 'dalmatian', 'ink spot']"
1652,2573238.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['harlequin', 'pinstripe', 'quad-stripe', 'snowflake', 'tri-color']"
1653,2631562.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['solid back', 'drippy', 'lilly white']"
1654,2322733.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['harlequin', 'pinstripe', 'reverse pinstripe', 'kneecaps', 'crowned', 'white tip']"
1655,1557882.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","['dalmatian', 'harlequin']"
1656,2617557.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['harlequin', 'white wall']"
1657,2573063.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",['extreme harlequin']
1658,2398350.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['tri-color', 'drippy']"
1659,2398335.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'tri-color']"
1660,2673477.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['dalmatian', 'super dalmatian', 'ink spot', 'red spot']"
1661,1405902.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",['extreme harlequin']
1662,2488743.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",['pinstripe']
1663,2488778.jpeg,0.5,0.0,0.0,0.0,0.5,0.0,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['pinstripe', 'pinstripe']"
1664,2488746.jpeg,0.5,0.5,0.0,0.0,0.0,0.0,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['pinstripe', 'pinstripe']"
1665,2488727.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",['pinstripe']
1666,2488748.jpeg,0.5,0.0,0.0,0.0,0.5,0.0,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['extreme harlequin', 'white wall', 'extreme harlequin', 'white wall']"
1667,2488764.jpeg,0.5,0.5,0.0,0.0,0.0,0.0,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['pinstripe', 'reverse pinstripe', 'pinstripe', 'reverse pinstripe']"
1668,2488768.jpeg,0.5,0.5,0.0,0.0,0.0,0.0,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['extreme harlequin', 'extreme harlequin']"
1669,2488731.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['pinstripe', 'quad-stripe']"
1670,2488758.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['bold stripe tigers', 'brindle', 'dalmatian', 'pos super dalmatian', 'tiger']"
1671,2488785.jpeg,0.5,0.0,0.0,0.0,0.5,0.0,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['pinstripe', 'pinstripe']"
1672,2488741.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['portholes', 'bi-color', 'patternless']"
1673,2488735.jpeg,0.5,0.5,0.0,0.0,0.0,0.0,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['pinstripe', 'pinstripe']"
1674,2488780.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",['pinstripe']
1675,2488771.jpeg,0.5,0.5,0.0,0.0,0.0,0.0,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","['pinstripe', 'pinstripe']"
1676,2610103.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",[]
1677,2631096.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",['pinstripe']
1678,2495579.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",['drippy']
1679,2264443.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['dalmatian', 'super dalmatian', 'red spot', 'portholes']"
1680,2356522.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",[]
1681,2587794.jpeg,0.0,0.0,0.0,0.0,0.5,0.5,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","['tiger', 'tiger']"
1682,2442883.jpeg,1.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",['extreme harlequin']
1683,2495551.jpeg,0.0,0.0,0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",['drippy']
1684,2572724.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['dalmatian', 'harlequin', 'pin-dashed', 'red spot', 'portholes']"
1685,2624601.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","['dalmatian', 'red spot']"
1686,2624597.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",['pinstripe']
1687,2624594.jpeg,0.0,0.0,1.0,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",['harlequin']
1688,2624589.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",['tangerine']
1689,2624585.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",['tangerine']
1690,2624581.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",['harlequin']
1691,2624573.jpeg,0.5,0.0,0.0,0.0,0.0,0.5,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.5]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","['pinstripe', 'pinstripe']"
1692,2587669.jpeg,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",['harlequin']
